entryDate,slTier,positionSizeUsd,strikeGeometry,rvolAtEntry,vol_regime,spotAtEntry,K_long,K_short,spreadWidth,optionEntryCostUsd,triggered,daysToTrigger,triggerSpot,slPayoutToUserUsd,tpRecoveryUsd,daysActive
2024-06-06,0.0200,10000.0000,ITM_long,0.4811,moderate,70773.6400,70065.9036,66527.2216,3538.6820,183.4818,YES,1.0000,69358.1672,200.0000,208.3124,1.0000
2024-06-06,0.0200,10000.0000,ATM_long,0.4811,moderate,70773.6400,69358.1672,65819.4852,3538.6820,165.7391,YES,1.0000,69358.1672,200.0000,189.7211,1.0000
2024-06-06,0.0200,10000.0000,OTM_long,0.4811,moderate,70773.6400,68650.4308,65111.7488,3538.6820,148.6699,YES,1.0000,69358.1672,200.0000,171.5394,1.0000
2024-06-06,0.0200,25000.0000,ITM_long,0.4811,moderate,70773.6400,70065.9036,66527.2216,3538.6820,458.7045,YES,1.0000,69358.1672,500.0000,520.7811,1.0000
2024-06-06,0.0200,25000.0000,ATM_long,0.4811,moderate,70773.6400,69358.1672,65819.4852,3538.6820,414.3476,YES,1.0000,69358.1672,500.0000,474.3029,1.0000
2024-06-06,0.0200,25000.0000,OTM_long,0.4811,moderate,70773.6400,68650.4308,65111.7488,3538.6820,371.6747,YES,1.0000,69358.1672,500.0000,428.8486,1.0000
2024-06-06,0.0200,50000.0000,ITM_long,0.4811,moderate,70773.6400,70065.9036,66527.2216,3538.6820,917.4090,YES,1.0000,69358.1672,1000.0000,1041.5621,1.0000
2024-06-06,0.0200,50000.0000,ATM_long,0.4811,moderate,70773.6400,69358.1672,65819.4852,3538.6820,828.6953,YES,1.0000,69358.1672,1000.0000,948.6057,1.0000
2024-06-06,0.0200,50000.0000,OTM_long,0.4811,moderate,70773.6400,68650.4308,65111.7488,3538.6820,743.3495,YES,1.0000,69358.1672,1000.0000,857.6971,1.0000
2024-06-06,0.0300,10000.0000,ITM_long,0.4811,moderate,70773.6400,69358.1672,65819.4852,3538.6820,165.7391,YES,1.0000,68650.4308,300.0000,208.2422,1.0000
2024-06-06,0.0300,10000.0000,ATM_long,0.4811,moderate,70773.6400,68650.4308,65111.7488,3538.6820,148.6699,YES,1.0000,68650.4308,300.0000,189.5294,1.0000
2024-06-06,0.0300,10000.0000,OTM_long,0.4811,moderate,70773.6400,67942.6944,64404.0124,3538.6820,132.3991,YES,1.0000,68650.4308,300.0000,171.2315,1.0000
2024-06-06,0.0300,25000.0000,ITM_long,0.4811,moderate,70773.6400,69358.1672,65819.4852,3538.6820,414.3476,YES,1.0000,68650.4308,750.0000,520.6056,1.0000
2024-06-06,0.0300,25000.0000,ATM_long,0.4811,moderate,70773.6400,68650.4308,65111.7488,3538.6820,371.6747,YES,1.0000,68650.4308,750.0000,473.8236,1.0000
2024-06-06,0.0300,25000.0000,OTM_long,0.4811,moderate,70773.6400,67942.6944,64404.0124,3538.6820,330.9978,YES,1.0000,68650.4308,750.0000,428.0788,1.0000
2024-06-06,0.0300,50000.0000,ITM_long,0.4811,moderate,70773.6400,69358.1672,65819.4852,3538.6820,828.6953,YES,1.0000,68650.4308,1500.0000,1041.2112,1.0000
2024-06-06,0.0300,50000.0000,ATM_long,0.4811,moderate,70773.6400,68650.4308,65111.7488,3538.6820,743.3495,YES,1.0000,68650.4308,1500.0000,947.6471,1.0000
2024-06-06,0.0300,50000.0000,OTM_long,0.4811,moderate,70773.6400,67942.6944,64404.0124,3538.6820,661.9956,YES,1.0000,68650.4308,1500.0000,856.1577,1.0000
2024-06-06,0.0500,10000.0000,ITM_long,0.4811,moderate,70773.6400,67942.6944,64404.0124,3538.6820,132.3991,YES,5.0000,67234.9580,500.0000,202.5492,5.0000
2024-06-06,0.0500,10000.0000,ATM_long,0.4811,moderate,70773.6400,67234.9580,63696.2760,3538.6820,117.0335,YES,5.0000,67234.9580,500.0000,180.0315,5.0000
2024-06-06,0.0500,10000.0000,OTM_long,0.4811,moderate,70773.6400,66527.2216,62988.5396,3538.6820,102.6591,YES,5.0000,67234.9580,500.0000,158.2712,5.0000
2024-06-06,0.0500,25000.0000,ITM_long,0.4811,moderate,70773.6400,67942.6944,64404.0124,3538.6820,330.9978,YES,5.0000,67234.9580,1250.0000,506.3730,5.0000
2024-06-06,0.0500,25000.0000,ATM_long,0.4811,moderate,70773.6400,67234.9580,63696.2760,3538.6820,292.5837,YES,5.0000,67234.9580,1250.0000,450.0787,5.0000
2024-06-06,0.0500,25000.0000,OTM_long,0.4811,moderate,70773.6400,66527.2216,62988.5396,3538.6820,256.6479,YES,5.0000,67234.9580,1250.0000,395.6779,5.0000
2024-06-06,0.0500,50000.0000,ITM_long,0.4811,moderate,70773.6400,67942.6944,64404.0124,3538.6820,661.9956,YES,5.0000,67234.9580,2500.0000,1012.7461,5.0000
2024-06-06,0.0500,50000.0000,ATM_long,0.4811,moderate,70773.6400,67234.9580,63696.2760,3538.6820,585.1674,YES,5.0000,67234.9580,2500.0000,900.1575,5.0000
2024-06-06,0.0500,50000.0000,OTM_long,0.4811,moderate,70773.6400,66527.2216,62988.5396,3538.6820,513.2957,YES,5.0000,67234.9580,2500.0000,791.3558,5.0000
2024-06-06,0.1000,10000.0000,ITM_long,0.4811,moderate,70773.6400,64404.0124,60865.3304,3538.6820,66.0133,NO,8.0000,0.0000,0.0000,99.0629,7.0000
2024-06-06,0.1000,10000.0000,ATM_long,0.4811,moderate,70773.6400,63696.2760,60157.5940,3538.6820,56.0224,NO,8.0000,0.0000,0.0000,80.9063,7.0000
2024-06-06,0.1000,10000.0000,OTM_long,0.4811,moderate,70773.6400,62988.5396,59449.8576,3538.6820,47.1244,NO,8.0000,0.0000,0.0000,64.9733,7.0000
2024-06-06,0.1000,25000.0000,ITM_long,0.4811,moderate,70773.6400,64404.0124,60865.3304,3538.6820,165.0333,NO,8.0000,0.0000,0.0000,247.6574,7.0000
2024-06-06,0.1000,25000.0000,ATM_long,0.4811,moderate,70773.6400,63696.2760,60157.5940,3538.6820,140.0561,NO,8.0000,0.0000,0.0000,202.2658,7.0000
2024-06-06,0.1000,25000.0000,OTM_long,0.4811,moderate,70773.6400,62988.5396,59449.8576,3538.6820,117.8110,NO,8.0000,0.0000,0.0000,162.4332,7.0000
2024-06-06,0.1000,50000.0000,ITM_long,0.4811,moderate,70773.6400,64404.0124,60865.3304,3538.6820,330.0667,NO,8.0000,0.0000,0.0000,495.3147,7.0000
2024-06-06,0.1000,50000.0000,ATM_long,0.4811,moderate,70773.6400,63696.2760,60157.5940,3538.6820,280.1121,NO,8.0000,0.0000,0.0000,404.5316,7.0000
2024-06-06,0.1000,50000.0000,OTM_long,0.4811,moderate,70773.6400,62988.5396,59449.8576,3538.6820,235.6220,NO,8.0000,0.0000,0.0000,324.8663,7.0000
2024-06-08,0.0200,10000.0000,ITM_long,0.4730,moderate,69304.0500,68611.0095,65145.8070,3465.2025,182.2273,YES,3.0000,67917.9690,200.0000,205.3027,3.0000
2024-06-08,0.0200,10000.0000,ATM_long,0.4730,moderate,69304.0500,67917.9690,64452.7665,3465.2025,164.2476,YES,3.0000,67917.9690,200.0000,184.8763,3.0000
2024-06-08,0.0200,10000.0000,OTM_long,0.4730,moderate,69304.0500,67224.9285,63759.7260,3465.2025,146.9782,YES,3.0000,67917.9690,200.0000,165.0143,3.0000
2024-06-08,0.0200,25000.0000,ITM_long,0.4730,moderate,69304.0500,68611.0095,65145.8070,3465.2025,455.5681,YES,3.0000,67917.9690,500.0000,513.2567,3.0000
2024-06-08,0.0200,25000.0000,ATM_long,0.4730,moderate,69304.0500,67917.9690,64452.7665,3465.2025,410.6189,YES,3.0000,67917.9690,500.0000,462.1906,3.0000
2024-06-08,0.0200,25000.0000,OTM_long,0.4730,moderate,69304.0500,67224.9285,63759.7260,3465.2025,367.4454,YES,3.0000,67917.9690,500.0000,412.5358,3.0000
2024-06-08,0.0200,50000.0000,ITM_long,0.4730,moderate,69304.0500,68611.0095,65145.8070,3465.2025,911.1363,YES,3.0000,67917.9690,1000.0000,1026.5135,3.0000
2024-06-08,0.0200,50000.0000,ATM_long,0.4730,moderate,69304.0500,67917.9690,64452.7665,3465.2025,821.2379,YES,3.0000,67917.9690,1000.0000,924.3813,3.0000
2024-06-08,0.0200,50000.0000,OTM_long,0.4730,moderate,69304.0500,67224.9285,63759.7260,3465.2025,734.8908,YES,3.0000,67917.9690,1000.0000,825.0717,3.0000
2024-06-08,0.0300,10000.0000,ITM_long,0.4730,moderate,69304.0500,67917.9690,64452.7665,3465.2025,164.2476,YES,3.0000,67224.9285,300.0000,205.2074,3.0000
2024-06-08,0.0300,10000.0000,ATM_long,0.4730,moderate,69304.0500,67224.9285,63759.7260,3465.2025,146.9782,YES,3.0000,67224.9285,300.0000,184.6505,3.0000
2024-06-08,0.0300,10000.0000,OTM_long,0.4730,moderate,69304.0500,66531.8880,63066.6855,3465.2025,130.5478,YES,3.0000,67224.9285,300.0000,164.6661,3.0000
2024-06-08,0.0300,25000.0000,ITM_long,0.4730,moderate,69304.0500,67917.9690,64452.7665,3465.2025,410.6189,YES,3.0000,67224.9285,750.0000,513.0185,3.0000
2024-06-08,0.0300,25000.0000,ATM_long,0.4730,moderate,69304.0500,67224.9285,63759.7260,3465.2025,367.4454,YES,3.0000,67224.9285,750.0000,461.6263,3.0000
2024-06-08,0.0300,25000.0000,OTM_long,0.4730,moderate,69304.0500,66531.8880,63066.6855,3465.2025,326.3695,YES,3.0000,67224.9285,750.0000,411.6653,3.0000
2024-06-08,0.0300,50000.0000,ITM_long,0.4730,moderate,69304.0500,67917.9690,64452.7665,3465.2025,821.2379,YES,3.0000,67224.9285,1500.0000,1026.0369,3.0000
2024-06-08,0.0300,50000.0000,ATM_long,0.4730,moderate,69304.0500,67224.9285,63759.7260,3465.2025,734.8908,YES,3.0000,67224.9285,1500.0000,923.2527,3.0000
2024-06-08,0.0300,50000.0000,OTM_long,0.4730,moderate,69304.0500,66531.8880,63066.6855,3465.2025,652.7390,YES,3.0000,67224.9285,1500.0000,823.3305,3.0000
2024-06-08,0.0500,10000.0000,ITM_long,0.4730,moderate,69304.0500,66531.8880,63066.6855,3465.2025,130.5478,YES,6.0000,65838.8475,500.0000,199.8305,6.0000
2024-06-08,0.0500,10000.0000,ATM_long,0.4730,moderate,69304.0500,65838.8475,62373.6450,3465.2025,115.0656,YES,6.0000,65838.8475,500.0000,175.7242,6.0000
2024-06-08,0.0500,10000.0000,OTM_long,0.4730,moderate,69304.0500,65145.8070,61680.6045,3465.2025,100.6185,YES,6.0000,65838.8475,500.0000,152.5722,6.0000
2024-06-08,0.0500,25000.0000,ITM_long,0.4730,moderate,69304.0500,66531.8880,63066.6855,3465.2025,326.3695,YES,6.0000,65838.8475,1250.0000,499.5763,6.0000
2024-06-08,0.0500,25000.0000,ATM_long,0.4730,moderate,69304.0500,65838.8475,62373.6450,3465.2025,287.6641,YES,6.0000,65838.8475,1250.0000,439.3106,6.0000
2024-06-08,0.0500,25000.0000,OTM_long,0.4730,moderate,69304.0500,65145.8070,61680.6045,3465.2025,251.5464,YES,6.0000,65838.8475,1250.0000,381.4304,6.0000
2024-06-08,0.0500,50000.0000,ITM_long,0.4730,moderate,69304.0500,66531.8880,63066.6855,3465.2025,652.7390,YES,6.0000,65838.8475,2500.0000,999.1527,6.0000
2024-06-08,0.0500,50000.0000,ATM_long,0.4730,moderate,69304.0500,65838.8475,62373.6450,3465.2025,575.3281,YES,6.0000,65838.8475,2500.0000,878.6211,6.0000
2024-06-08,0.0500,50000.0000,OTM_long,0.4730,moderate,69304.0500,65145.8070,61680.6045,3465.2025,503.0927,YES,6.0000,65838.8475,2500.0000,762.8608,6.0000
2024-06-08,0.1000,10000.0000,ITM_long,0.4730,moderate,69304.0500,63066.6855,59601.4830,3465.2025,64.0009,NO,8.0000,0.0000,0.0000,76.4027,7.0000
2024-06-08,0.1000,10000.0000,ATM_long,0.4730,moderate,69304.0500,62373.6450,58908.4425,3465.2025,54.0895,NO,8.0000,0.0000,0.0000,60.9920,7.0000
2024-06-08,0.1000,10000.0000,OTM_long,0.4730,moderate,69304.0500,61680.6045,58215.4020,3465.2025,45.2978,NO,8.0000,0.0000,0.0000,47.8350,7.0000
2024-06-08,0.1000,25000.0000,ITM_long,0.4730,moderate,69304.0500,63066.6855,59601.4830,3465.2025,160.0022,NO,8.0000,0.0000,0.0000,191.0068,7.0000
2024-06-08,0.1000,25000.0000,ATM_long,0.4730,moderate,69304.0500,62373.6450,58908.4425,3465.2025,135.2238,NO,8.0000,0.0000,0.0000,152.4800,7.0000
2024-06-08,0.1000,25000.0000,OTM_long,0.4730,moderate,69304.0500,61680.6045,58215.4020,3465.2025,113.2444,NO,8.0000,0.0000,0.0000,119.5875,7.0000
2024-06-08,0.1000,50000.0000,ITM_long,0.4730,moderate,69304.0500,63066.6855,59601.4830,3465.2025,320.0045,NO,8.0000,0.0000,0.0000,382.0136,7.0000
2024-06-08,0.1000,50000.0000,ATM_long,0.4730,moderate,69304.0500,62373.6450,58908.4425,3465.2025,270.4477,NO,8.0000,0.0000,0.0000,304.9599,7.0000
2024-06-08,0.1000,50000.0000,OTM_long,0.4730,moderate,69304.0500,61680.6045,58215.4020,3465.2025,226.4888,NO,8.0000,0.0000,0.0000,239.1751,7.0000
2024-06-10,0.0200,10000.0000,ITM_long,0.4508,moderate,69497.7300,68802.7527,65327.8662,3474.8865,178.5919,YES,1.0000,68107.7754,200.0000,205.7165,1.0000
2024-06-10,0.0200,10000.0000,ATM_long,0.4508,moderate,69497.7300,68107.7754,64632.8889,3474.8865,159.9314,YES,1.0000,68107.7754,200.0000,185.9987,1.0000
2024-06-10,0.0200,10000.0000,OTM_long,0.4508,moderate,69497.7300,67412.7981,63937.9116,3474.8865,142.0943,YES,1.0000,68107.7754,200.0000,166.7980,1.0000
2024-06-10,0.0200,25000.0000,ITM_long,0.4508,moderate,69497.7300,68802.7527,65327.8662,3474.8865,446.4797,YES,1.0000,68107.7754,500.0000,514.2912,1.0000
2024-06-10,0.0200,25000.0000,ATM_long,0.4508,moderate,69497.7300,68107.7754,64632.8889,3474.8865,399.8284,YES,1.0000,68107.7754,500.0000,464.9969,1.0000
2024-06-10,0.0200,25000.0000,OTM_long,0.4508,moderate,69497.7300,67412.7981,63937.9116,3474.8865,355.2358,YES,1.0000,68107.7754,500.0000,416.9950,1.0000
2024-06-10,0.0200,50000.0000,ITM_long,0.4508,moderate,69497.7300,68802.7527,65327.8662,3474.8865,892.9595,YES,1.0000,68107.7754,1000.0000,1028.5825,1.0000
2024-06-10,0.0200,50000.0000,ATM_long,0.4508,moderate,69497.7300,68107.7754,64632.8889,3474.8865,799.6569,YES,1.0000,68107.7754,1000.0000,929.9937,1.0000
2024-06-10,0.0200,50000.0000,OTM_long,0.4508,moderate,69497.7300,67412.7981,63937.9116,3474.8865,710.4716,YES,1.0000,68107.7754,1000.0000,833.9901,1.0000
2024-06-10,0.0300,10000.0000,ITM_long,0.4508,moderate,69497.7300,68107.7754,64632.8889,3474.8865,159.9314,YES,1.0000,67412.7981,300.0000,205.6438,1.0000
2024-06-10,0.0300,10000.0000,ATM_long,0.4508,moderate,69497.7300,67412.7981,63937.9116,3474.8865,142.0943,YES,1.0000,67412.7981,300.0000,185.8026,1.0000
2024-06-10,0.0300,10000.0000,OTM_long,0.4508,moderate,69497.7300,66717.8208,63242.9343,3474.8865,125.2210,YES,1.0000,67412.7981,300.0000,166.4850,1.0000
2024-06-10,0.0300,25000.0000,ITM_long,0.4508,moderate,69497.7300,68107.7754,64632.8889,3474.8865,399.8284,YES,1.0000,67412.7981,750.0000,514.1094,1.0000
2024-06-10,0.0300,25000.0000,ATM_long,0.4508,moderate,69497.7300,67412.7981,63937.9116,3474.8865,355.2358,YES,1.0000,67412.7981,750.0000,464.5065,1.0000
2024-06-10,0.0300,25000.0000,OTM_long,0.4508,moderate,69497.7300,66717.8208,63242.9343,3474.8865,313.0526,YES,1.0000,67412.7981,750.0000,416.2126,1.0000
2024-06-10,0.0300,50000.0000,ITM_long,0.4508,moderate,69497.7300,68107.7754,64632.8889,3474.8865,799.6569,YES,1.0000,67412.7981,1500.0000,1028.2188,1.0000
2024-06-10,0.0300,50000.0000,ATM_long,0.4508,moderate,69497.7300,67412.7981,63937.9116,3474.8865,710.4716,YES,1.0000,67412.7981,1500.0000,929.0130,1.0000
2024-06-10,0.0300,50000.0000,OTM_long,0.4508,moderate,69497.7300,66717.8208,63242.9343,3474.8865,626.1052,YES,1.0000,67412.7981,1500.0000,832.4251,1.0000
2024-06-10,0.0500,10000.0000,ITM_long,0.4508,moderate,69497.7300,66717.8208,63242.9343,3474.8865,125.2210,YES,1.0000,66022.8435,500.0000,205.4833,1.0000
2024-06-10,0.0500,10000.0000,ATM_long,0.4508,moderate,69497.7300,66022.8435,62547.9570,3474.8865,109.4268,YES,1.0000,66022.8435,500.0000,185.3861,1.0000
2024-06-10,0.0500,10000.0000,OTM_long,0.4508,moderate,69497.7300,65327.8662,61852.9797,3474.8865,94.7995,YES,1.0000,66022.8435,500.0000,165.8266,1.0000
2024-06-10,0.0500,25000.0000,ITM_long,0.4508,moderate,69497.7300,66717.8208,63242.9343,3474.8865,313.0526,YES,1.0000,66022.8435,1250.0000,513.7081,1.0000
2024-06-10,0.0500,25000.0000,ATM_long,0.4508,moderate,69497.7300,66022.8435,62547.9570,3474.8865,273.5670,YES,1.0000,66022.8435,1250.0000,463.4653,1.0000
2024-06-10,0.0500,25000.0000,OTM_long,0.4508,moderate,69497.7300,65327.8662,61852.9797,3474.8865,236.9987,YES,1.0000,66022.8435,1250.0000,414.5665,1.0000
2024-06-10,0.0500,50000.0000,ITM_long,0.4508,moderate,69497.7300,66717.8208,63242.9343,3474.8865,626.1052,YES,1.0000,66022.8435,2500.0000,1027.4163,1.0000
2024-06-10,0.0500,50000.0000,ATM_long,0.4508,moderate,69497.7300,66022.8435,62547.9570,3474.8865,547.1341,YES,1.0000,66022.8435,2500.0000,926.9305,1.0000
2024-06-10,0.0500,50000.0000,OTM_long,0.4508,moderate,69497.7300,65327.8662,61852.9797,3474.8865,473.9974,YES,1.0000,66022.8435,2500.0000,829.1330,1.0000
2024-06-10,0.1000,10000.0000,ITM_long,0.4508,moderate,69497.7300,63242.9343,59768.0478,3474.8865,58.3675,NO,8.0000,0.0000,0.0000,68.7472,7.0000
2024-06-10,0.1000,10000.0000,ATM_long,0.4508,moderate,69497.7300,62547.9570,59073.0705,3474.8865,48.7190,NO,8.0000,0.0000,0.0000,53.8799,7.0000
2024-06-10,0.1000,10000.0000,OTM_long,0.4508,moderate,69497.7300,61852.9797,58378.0932,3474.8865,40.2632,NO,8.0000,0.0000,0.0000,41.4182,7.0000
2024-06-10,0.1000,25000.0000,ITM_long,0.4508,moderate,69497.7300,63242.9343,59768.0478,3474.8865,145.9188,NO,8.0000,0.0000,0.0000,171.8680,7.0000
2024-06-10,0.1000,25000.0000,ATM_long,0.4508,moderate,69497.7300,62547.9570,59073.0705,3474.8865,121.7975,NO,8.0000,0.0000,0.0000,134.6997,7.0000
2024-06-10,0.1000,25000.0000,OTM_long,0.4508,moderate,69497.7300,61852.9797,58378.0932,3474.8865,100.6581,NO,8.0000,0.0000,0.0000,103.5455,7.0000
2024-06-10,0.1000,50000.0000,ITM_long,0.4508,moderate,69497.7300,63242.9343,59768.0478,3474.8865,291.8376,NO,8.0000,0.0000,0.0000,343.7360,7.0000
2024-06-10,0.1000,50000.0000,ATM_long,0.4508,moderate,69497.7300,62547.9570,59073.0705,3474.8865,243.5951,NO,8.0000,0.0000,0.0000,269.3995,7.0000
2024-06-10,0.1000,50000.0000,OTM_long,0.4508,moderate,69497.7300,61852.9797,58378.0932,3474.8865,201.3162,NO,8.0000,0.0000,0.0000,207.0911,7.0000
2024-06-12,0.0200,10000.0000,ITM_long,0.4632,moderate,68248.6000,67566.1140,64153.6840,3412.4300,180.6612,YES,1.0000,66883.6280,200.0000,206.8130,1.0000
2024-06-12,0.0200,10000.0000,ATM_long,0.4632,moderate,68248.6000,66883.6280,63471.1980,3412.4300,162.3871,YES,1.0000,66883.6280,200.0000,187.5736,1.0000
2024-06-12,0.0200,10000.0000,OTM_long,0.4632,moderate,68248.6000,66201.1420,62788.7120,3412.4300,144.8708,YES,1.0000,66883.6280,200.0000,168.8039,1.0000
2024-06-12,0.0200,25000.0000,ITM_long,0.4632,moderate,68248.6000,67566.1140,64153.6840,3412.4300,451.6529,YES,1.0000,66883.6280,500.0000,517.0325,1.0000
2024-06-12,0.0200,25000.0000,ATM_long,0.4632,moderate,68248.6000,66883.6280,63471.1980,3412.4300,405.9677,YES,1.0000,66883.6280,500.0000,468.9341,1.0000
2024-06-12,0.0200,25000.0000,OTM_long,0.4632,moderate,68248.6000,66201.1420,62788.7120,3412.4300,362.1769,YES,1.0000,66883.6280,500.0000,422.0098,1.0000
2024-06-12,0.0200,50000.0000,ITM_long,0.4632,moderate,68248.6000,67566.1140,64153.6840,3412.4300,903.3059,YES,1.0000,66883.6280,1000.0000,1034.0651,1.0000
2024-06-12,0.0200,50000.0000,ATM_long,0.4632,moderate,68248.6000,66883.6280,63471.1980,3412.4300,811.9355,YES,1.0000,66883.6280,1000.0000,937.8682,1.0000
2024-06-12,0.0200,50000.0000,OTM_long,0.4632,moderate,68248.6000,66201.1420,62788.7120,3412.4300,724.3538,YES,1.0000,66883.6280,1000.0000,844.0196,1.0000
2024-06-12,0.0300,10000.0000,ITM_long,0.4632,moderate,68248.6000,66883.6280,63471.1980,3412.4300,162.3871,YES,1.0000,66201.1420,300.0000,206.7412,1.0000
2024-06-12,0.0300,10000.0000,ATM_long,0.4632,moderate,68248.6000,66201.1420,62788.7120,3412.4300,144.8708,YES,1.0000,66201.1420,300.0000,187.3792,1.0000
2024-06-12,0.0300,10000.0000,OTM_long,0.4632,moderate,68248.6000,65518.6560,62106.2260,3412.4300,128.2460,YES,1.0000,66201.1420,300.0000,168.4928,1.0000
2024-06-12,0.0300,25000.0000,ITM_long,0.4632,moderate,68248.6000,66883.6280,63471.1980,3412.4300,405.9677,YES,1.0000,66201.1420,750.0000,516.8531,1.0000
2024-06-12,0.0300,25000.0000,ATM_long,0.4632,moderate,68248.6000,66201.1420,62788.7120,3412.4300,362.1769,YES,1.0000,66201.1420,750.0000,468.4479,1.0000
2024-06-12,0.0300,25000.0000,OTM_long,0.4632,moderate,68248.6000,65518.6560,62106.2260,3412.4300,320.6149,YES,1.0000,66201.1420,750.0000,421.2320,1.0000
2024-06-12,0.0300,50000.0000,ITM_long,0.4632,moderate,68248.6000,66883.6280,63471.1980,3412.4300,811.9355,YES,1.0000,66201.1420,1500.0000,1033.7062,1.0000
2024-06-12,0.0300,50000.0000,ATM_long,0.4632,moderate,68248.6000,66201.1420,62788.7120,3412.4300,724.3538,YES,1.0000,66201.1420,1500.0000,936.8958,1.0000
2024-06-12,0.0300,50000.0000,OTM_long,0.4632,moderate,68248.6000,65518.6560,62106.2260,3412.4300,641.2298,YES,1.0000,66201.1420,1500.0000,842.4640,1.0000
2024-06-12,0.0500,10000.0000,ITM_long,0.4632,moderate,68248.6000,65518.6560,62106.2260,3412.4300,128.2460,YES,6.0000,64836.1700,500.0000,198.9130,6.0000
2024-06-12,0.0500,10000.0000,ATM_long,0.4632,moderate,68248.6000,64836.1700,61423.7400,3412.4300,112.6246,YES,6.0000,64836.1700,500.0000,174.3735,6.0000
2024-06-12,0.0500,10000.0000,OTM_long,0.4632,moderate,68248.6000,64153.6840,60741.2540,3412.4300,98.0943,YES,6.0000,64836.1700,500.0000,150.8531,6.0000
2024-06-12,0.0500,25000.0000,ITM_long,0.4632,moderate,68248.6000,65518.6560,62106.2260,3412.4300,320.6149,YES,6.0000,64836.1700,1250.0000,497.2825,6.0000
2024-06-12,0.0500,25000.0000,ATM_long,0.4632,moderate,68248.6000,64836.1700,61423.7400,3412.4300,281.5615,YES,6.0000,64836.1700,1250.0000,435.9339,6.0000
2024-06-12,0.0500,25000.0000,OTM_long,0.4632,moderate,68248.6000,64153.6840,60741.2540,3412.4300,245.2356,YES,6.0000,64836.1700,1250.0000,377.1328,6.0000
2024-06-12,0.0500,50000.0000,ITM_long,0.4632,moderate,68248.6000,65518.6560,62106.2260,3412.4300,641.2298,YES,6.0000,64836.1700,2500.0000,994.5649,6.0000
2024-06-12,0.0500,50000.0000,ATM_long,0.4632,moderate,68248.6000,64836.1700,61423.7400,3412.4300,563.1230,YES,6.0000,64836.1700,2500.0000,871.8677,6.0000
2024-06-12,0.0500,50000.0000,OTM_long,0.4632,moderate,68248.6000,64153.6840,60741.2540,3412.4300,490.4713,YES,6.0000,64836.1700,2500.0000,754.2655,6.0000
2024-06-12,0.1000,10000.0000,ITM_long,0.4632,moderate,68248.6000,62106.2260,58693.7960,3412.4300,61.5377,NO,8.0000,0.0000,0.0000,79.7980,7.0000
2024-06-12,0.1000,10000.0000,ATM_long,0.4632,moderate,68248.6000,61423.7400,58011.3100,3412.4300,51.7338,NO,8.0000,0.0000,0.0000,63.6199,7.0000
2024-06-12,0.1000,10000.0000,OTM_long,0.4632,moderate,68248.6000,60741.2540,57328.8240,3412.4300,43.0818,NO,8.0000,0.0000,0.0000,49.8021,7.0000
2024-06-12,0.1000,25000.0000,ITM_long,0.4632,moderate,68248.6000,62106.2260,58693.7960,3412.4300,153.8442,NO,8.0000,0.0000,0.0000,199.4949,7.0000
2024-06-12,0.1000,25000.0000,ATM_long,0.4632,moderate,68248.6000,61423.7400,58011.3100,3412.4300,129.3345,NO,8.0000,0.0000,0.0000,159.0497,7.0000
2024-06-12,0.1000,25000.0000,OTM_long,0.4632,moderate,68248.6000,60741.2540,57328.8240,3412.4300,107.7045,NO,8.0000,0.0000,0.0000,124.5051,7.0000
2024-06-12,0.1000,50000.0000,ITM_long,0.4632,moderate,68248.6000,62106.2260,58693.7960,3412.4300,307.6884,NO,8.0000,0.0000,0.0000,398.9899,7.0000
2024-06-12,0.1000,50000.0000,ATM_long,0.4632,moderate,68248.6000,61423.7400,58011.3100,3412.4300,258.6689,NO,8.0000,0.0000,0.0000,318.0994,7.0000
2024-06-12,0.1000,50000.0000,OTM_long,0.4632,moderate,68248.6000,60741.2540,57328.8240,3412.4300,215.4090,NO,8.0000,0.0000,0.0000,249.0103,7.0000
2024-06-14,0.0200,10000.0000,ITM_long,0.3880,calm,66004.3900,65344.3461,62044.1266,3300.2195,166.6860,YES,4.0000,64684.3022,200.0000,195.2481,4.0000
2024-06-14,0.0200,10000.0000,ATM_long,0.3880,calm,66004.3900,64684.3022,61384.0827,3300.2195,145.8764,YES,4.0000,64684.3022,200.0000,169.8992,4.0000
2024-06-14,0.0200,10000.0000,OTM_long,0.3880,calm,66004.3900,64024.2583,60724.0388,3300.2195,126.3368,YES,4.0000,64684.3022,200.0000,145.7721,4.0000
2024-06-14,0.0200,25000.0000,ITM_long,0.3880,calm,66004.3900,65344.3461,62044.1266,3300.2195,416.7150,YES,4.0000,64684.3022,500.0000,488.1201,4.0000
2024-06-14,0.0200,25000.0000,ATM_long,0.3880,calm,66004.3900,64684.3022,61384.0827,3300.2195,364.6910,YES,4.0000,64684.3022,500.0000,424.7480,4.0000
2024-06-14,0.0200,25000.0000,OTM_long,0.3880,calm,66004.3900,64024.2583,60724.0388,3300.2195,315.8421,YES,4.0000,64684.3022,500.0000,364.4304,4.0000
2024-06-14,0.0200,50000.0000,ITM_long,0.3880,calm,66004.3900,65344.3461,62044.1266,3300.2195,833.4301,YES,4.0000,64684.3022,1000.0000,976.2403,4.0000
2024-06-14,0.0200,50000.0000,ATM_long,0.3880,calm,66004.3900,64684.3022,61384.0827,3300.2195,729.3820,YES,4.0000,64684.3022,1000.0000,849.4959,4.0000
