ts,open,high,low,close,vol
1616058000,58002.17,58480.5,57968.17,58407.78,1091.49
1616061600,58407.78,58630.76,58251.52,58520.32,1019.49
1616065200,58520.32,58537.88,57871.11,58161.11,1745.84
1616068800,58161.11,58165.05,57588.93,58091.14,2914.52
1616072400,58091.14,58191.67,57794.77,57846.64,2089.67
1616076000,57846.64,58036.37,57533.47,57871.56,2449.34
1616079600,57871.56,59613.75,57715.55,59515.26,4847.15
1616083200,59515.26,60077.79,59015.96,59073.25,6382.5
1616086800,59073.25,59438.32,59043.09,59247.47,2980.28
1616090400,59247.47,59294.09,58012.12,58216.34,3153.42
1616094000,58216.34,58391.47,57202.55,57291.15,3869.65
1616097600,57291.15,57870.93,57022.2,57504.08,3034.34
1616101200,57504.08,57982.88,57456.71,57927.78,1208.01
1616104800,57927.78,58142.63,57633.48,57642.33,1317.54
1616108400,57642.33,58021.08,57381.32,57643.32,1769.81
1616112000,57643.32,57662.78,56283.37,56841.87,4402.06
1616115600,56841.87,57420.03,56659.59,57393.32,1588.99
1616119200,57393.32,57747.15,57223.67,57357.28,1579.19
1616122800,57357.28,57887.7,57304.77,57779.35,1225.7
1616126400,57779.35,58244.04,57641.37,57877.09,1732.71
1616130000,57877.09,58369.5,57612.31,58336.56,1046.83
1616133600,58336.56,58460.49,57978.89,58120.2,1215.02
1616137200,58120.2,58352.47,57752.82,57797.35,823.38
1616140800,57797.35,58550.61,57485.28,58315.72,2389.03
1616144400,58315.72,58862.43,58218.74,58300.75,1784.49
1616148000,58300.75,58690.78,58131.66,58612.76,747.98
1616151600,58612.76,58852.25,58439.99,58823.83,1669.21
1616155200,58823.83,59237.76,58713.17,58845.49,2198.89
1616158800,58845.49,58848.77,58052.35,58259.69,2233.33
1616162400,58259.69,58790.05,57956.15,58737.4,1780.61
1616166000,58737.4,59172.4,58528.28,58999.21,2433.19
1616169600,58999.21,59194.92,58669.81,58885.68,2164.59
1616173200,58885.68,58976.69,58729.81,58910.71,952.09
1616176800,58910.71,58973.76,58391.44,58829.14,1404.14
1616180400,58829.14,58974.1,58693.66,58887.67,1242.12
1616184000,58887.67,59453.32,58140.22,58419.24,3625.35
1616187600,58419.24,58755.03,58356.71,58662.35,986.06
1616191200,58662.35,58662.35,58305.26,58511.38,848.01
1616194800,58511.38,58540.02,58018.83,58060.21,1109.43
1616198400,58060.21,58696.58,57837.79,58637.92,1797.15
1616202000,58637.92,58874.94,58514.64,58747.1,699.5
1616205600,58747.1,58918.07,58446.75,58561.61,707.7
1616209200,58561.61,58595.05,58216.93,58401.04,560.39
1616212800,58401.04,58627.79,58192.35,58235.71,657.78
1616216400,58235.71,58368.6,58075.61,58155.24,439.97
1616220000,58155.24,58394.33,58014.98,58348.42,346.78
1616223600,58348.42,58546.5,58290.03,58442.97,388.45
1616227200,58442.97,58831.84,58431.49,58712.37,738.42
1616230800,58712.37,58906.65,58615.52,58790.33,505.32
1616234400,58790.33,58928.88,58636.63,58702.55,870.93
1616238000,58702.55,59313.49,58663.13,59258.45,1235.1
1616241600,59258.45,59327.7,58800.41,59190.89,805.68
1616245200,59190.89,59911.7,58664.21,59077.72,3834.55
1616248800,59077.72,59388.37,58810.75,59377.94,1455.93
1616252400,59377.94,59735.15,59091.24,59273.54,1384.59
1616256000,59273.54,59328.42,58953.65,59049.89,1151.23
1616259600,59049.89,59325.11,59037.48,59166.95,708.46
1616263200,59166.95,59478.85,59154.72,59168.84,1003.95
1616266800,59168.84,59417.99,59156.49,59268.57,680.02
1616270400,59268.57,59368.98,58149.01,58532.27,5643.69
1616274000,58532.27,58765.9,58405.79,58737.18,778.03
1616277600,58737.18,58804.08,58389.8,58515.11,681.59
1616281200,58515.11,58515.11,58030.25,58101.34,1621.24
1616284800,58101.34,58621.34,57824.24,58361.32,3017.07
1616288400,58361.32,58478.69,58115.77,58195.39,639.52
1616292000,58195.39,58195.39,57448.32,57573.74,2488.87
1616295600,57573.74,57834.35,57454.22,57798.42,1214.03
1616299200,57798.42,57798.42,56741.33,56912.08,3138.92
1616302800,56912.08,57254.45,56869.18,57161.03,1235.96
1616306400,57161.03,57417.96,56713.03,57094.17,1159.68
1616310000,57094.17,57315.46,56910.6,57014.77,547.18
1616313600,57014.77,57304.72,56911.04,57168.01,617.33
1616317200,57168.01,57250.15,55650.92,55989.26,3988.28
1616320800,55989.26,56371.21,55635.61,56154.69,1465.97
1616324400,56154.69,56320.87,55833.25,56252.71,1024.11
1616328000,56252.71,56268.94,55889.76,56179.53,1014.7
1616331600,56179.53,57328.15,56179.53,57009.94,2643.89
1616335200,57009.94,57334.49,57009.94,57190.59,990
1616338800,57190.59,57529.75,57063.11,57195.57,985.12
1616342400,57195.57,57427.68,56840.33,57261.82,1105.69
1616346000,57261.82,57314.63,57006.25,57270.66,706.17
1616349600,57270.66,57496.13,57238.85,57406.87,834.84
1616353200,57406.87,57708.32,57404.13,57559.22,1052.57
1616356800,57559.22,58016.67,57559.22,57803.88,1346.04
1616360400,57803.88,58131.98,57529.57,58114.24,975.76
1616364000,58114.24,58130.55,57574.82,57609.42,947.12
1616367600,57609.42,57792.86,57199.78,57374.95,1097.71
1616371200,57374.95,57444.17,56439.46,56580.44,1872.02
1616374800,56580.44,56733.55,56339.79,56639.12,1719.17
1616378400,56639.12,57036.41,56455.03,56978.57,1066.84
1616382000,56978.57,57630.45,56978.57,57584.34,901.93
1616385600,57584.34,57809.33,57444.15,57596.85,808.73
1616389200,57596.85,57752.74,57312.58,57595.97,587.96
1616392800,57595.97,57870.69,57582.97,57686.24,694.87
1616396400,57686.24,57823.08,57531.34,57574.3,627.27
1616400000,57574.3,57686.38,57113.99,57207.11,984.92
1616403600,57207.11,57396.45,57057.01,57376.24,972.75
1616407200,57376.24,58431.44,57307.05,57925.65,2342.25
1616410800,57925.65,58154.96,57586.97,57745.33,1163.5
1616414400,57745.33,57758.13,56908.73,57285.75,1616.84
1616418000,57285.75,57414.97,56598.6,56995.56,2624.83
1616421600,56995.56,57292.96,56803.3,57016.37,1826.52
1616425200,57016.37,57232.82,56911.29,57090.37,1187.96
1616428800,57090.37,57218.87,56231.21,56773.94,2786.17
1616432400,56773.94,57188.17,56580.7,57097.47,1191.83
1616436000,57097.47,57169.82,56403.43,56451.58,1661.11
1616439600,56451.58,56539.86,55588.23,55596.9,4628.99
1616443200,55596.9,56001.21,54335.01,54555.03,6662.3
1616446800,54555.03,54964.5,54384.78,54588.68,4739.45
1616450400,54588.68,54659.99,53795.78,54615.99,5698.47
1616454000,54615.99,54885.76,54093.47,54095.36,2732.24
1616457600,54095.36,54767.1,53836.06,54708.57,2390.63
1616461200,54708.57,55343.21,54555.67,55150.7,2217.11
1616464800,55150.7,55177.58,54455.13,54559.48,1436.41
1616468400,54559.48,54719.03,54398.86,54675.84,1093.73
1616472000,54675.84,54767.58,54068.52,54413.74,1688.14
1616475600,54413.74,54463.8,53156.79,53514.84,4747.97
1616479200,53514.84,53735.26,52984.36,53297.66,3085.78
1616482800,53297.66,54251.93,53297.66,54183.05,1714.52
1616486400,54183.05,54474.69,53850.89,54319.8,1815.43
1616490000,54319.8,54679.83,54246.46,54618.34,1271.1
1616493600,54618.34,54804.92,54452.07,54699.45,1143.66
1616497200,54699.45,54795.11,54107.09,54227.17,1537.34
1616500800,54227.17,55227.17,54227.17,55121.94,1779.74
1616504400,55121.94,55455.64,55046.03,55256.66,2144.83
1616508000,55256.66,55354.51,54718.55,55148.35,2345.36
1616511600,55148.35,55332.79,54962.93,55180.34,1624.8
1616515200,55180.34,55752.11,54875.13,55534.26,2103.48
1616518800,55534.26,55793.43,55452.55,55723.29,1635.08
1616522400,55723.29,55836.27,55360.81,55385.9,1704.01
1616526000,55385.9,55531.63,54836.19,55032.39,2109.28
1616529600,55032.39,55075.75,54327.71,54447.42,1709.75
1616533200,54447.42,54729.36,54207.29,54656.78,1314.3
1616536800,54656.78,54880.58,54372.51,54395.56,1096.19
1616540400,54395.56,54800.11,54341.7,54355.45,1071.59
1616544000,54355.45,54656.58,53615.03,53733.66,2413.11
1616547600,53733.66,54553.07,53554.05,54476.2,1571.34
1616551200,54476.2,54619.82,54376.79,54438.94,952.77
1616554800,54438.94,54723.93,54066.21,54364.6,1089.8
1616558400,54364.6,54557.03,54008.81,54114.12,1081.7
1616562000,54114.12,54287.7,53791.6,54139.9,1028.1
1616565600,54139.9,54982.02,53749.14,54675.37,1769.49
1616569200,54675.37,55597.67,54649.86,55498.35,3151.37
1616572800,55498.35,56347.75,55479.72,56306.68,3773.32
1616576400,56306.68,56671.1,56306.68,56407.26,2096.91
1616580000,56407.26,56586.92,56040.39,56453.53,1717.29
1616583600,56453.53,56625.19,56295.55,56603.4,1333.53
1616587200,56603.4,57033.58,56592.79,56934.47,2337.39
1616590800,56934.47,57202.53,56415.42,56778.1,2271.13
1616594400,56778.1,56921.89,56451.76,56505.79,1666.34
1616598000,56505.79,56626.51,56029.61,56271.56,2021.47
1616601600,56271.56,56383.38,55748.46,55748.46,2197.93
1616605200,55748.46,56376.01,55616.77,56153.77,1465.84
1616608800,56153.77,56336,55352.21,55358.59,2076.25
1616612400,55358.59,55527.86,54642.27,54727.36,2807.06
1616616000,54727.36,54727.36,53193.55,54044.6,6301.66
1616619600,54044.6,54209.7,53581.07,53712.82,2800.66
1616623200,53712.82,53722.63,51685.15,52511.54,11211.57
1616626800,52511.54,52939.75,52281.45,52303.02,3460.15
1616630400,52303.02,52774.09,52028.05,52615.17,2966.31
1616634000,52615.17,52724.5,51762.63,51789.09,3377.86
1616637600,51789.09,52516.17,51514.86,52213.04,4319.71
1616641200,52213.04,52535.45,51816.67,52123,2078.43
1616644800,52123,52463.84,51892.77,52244.5,1779.92
1616648400,52244.5,52817.86,52133.09,52683.96,1851.08
1616652000,52683.96,53199.52,52654.44,52944.23,2060.79
1616655600,52944.23,53093.92,52216.69,52236.84,1497.54
1616659200,52236.84,52764.74,52079.06,52604.17,1845.39
1616662800,52604.17,53009.82,52360.96,52942.14,1334.72
1616666400,52942.14,53048.08,52540.27,52962.93,1464.74
1616670000,52962.93,53127.73,52137.75,52141.9,2525.59
1616673600,52141.9,52303.25,50406.31,51059.7,9763.84
1616677200,51059.7,51950.26,50442.24,51626.12,6898.06
1616680800,51626.12,52050.58,51069.34,51269.19,3660.52
1616684400,51269.19,51512.5,50636.79,50961.61,4860.25
1616688000,50961.61,51690.88,50568.66,51316.19,3664.36
1616691600,51316.19,51802.48,51136.07,51647.34,2123.54
1616695200,51647.34,52522.01,51525.07,52240.01,2499.94
1616698800,52240.01,52300.01,51657.32,52193.51,2201.01
1616702400,52193.51,52688.15,51854.12,51994.77,1884.24
1616706000,51994.77,52577.44,51982.08,52434.96,1177.28
1616709600,52434.96,52720.44,51648.18,51763.07,1953.2
1616713200,51763.07,52044.33,51258.27,51336.09,1988.05
1616716800,51336.09,52273.04,51275.54,52093.46,1792.91
1616720400,52093.46,52359.58,51993.6,52267.27,899.19
1616724000,52267.27,52383.11,51561.59,51689.75,1580.3
1616727600,51689.75,52721.36,51689.75,52436.76,1941
1616731200,52436.76,52783.27,52214.29,52718.18,1385.06
1616734800,52718.18,52904.7,52538.68,52845.1,1456.51
1616738400,52845.1,52899.46,52503.29,52607.97,1076.59
1616742000,52607.97,53648.61,52430.8,53627.18,5122.37
1616745600,53627.18,53888.26,53215.87,53404.14,3102.09
1616749200,53404.14,53633.84,53251.95,53337.65,1435.59
1616752800,53337.65,53595.65,53213.3,53399.78,1084.48
1616756400,53399.78,53453.9,52608.2,52723.49,1837.21
1616760000,52723.49,53229.86,52560.29,53028.23,1520.18
1616763600,53028.23,53333.1,52783.89,53331.51,1500.23
1616767200,53331.51,53502.22,53161.32,53452.61,1501.34
1616770800,53452.61,53555.56,53239.83,53302.52,2715.11
1616774400,53302.52,54050.86,52930.01,53803.9,3705.79
1616778000,53803.9,53937.29,53568.91,53868.15,2050.27
1616781600,53868.15,53946.52,53521.47,53719.56,1727.68
1616785200,53719.56,53861.02,53585.03,53832.34,1165.67
1616788800,53832.34,54288.51,53828.92,54005.59,2421.74
1616792400,54005.59,54622.51,54003.14,54605.34,1759.48
1616796000,54605.34,54809.68,54384.96,54427.9,1619.24
1616799600,54427.9,55083.9,54357.32,55055.43,1765.61
1616803200,55055.43,55582.08,54766.5,54775.15,2972.68
1616806800,54775.15,55008.05,54614.55,54724.45,1332.13
1616810400,54724.45,54907.81,54557.23,54795.64,767.49
1616814000,54795.64,54848.74,54607.74,54794.44,608.4
1616817600,54794.44,55250.23,54700.58,54994.24,1306.74
1616821200,54994.24,55370.22,54737.78,55206.06,912.19
1616824800,55206.06,55294.23,55000.75,55046.48,771.06
1616828400,55046.48,55095,54714.37,54978,834.41
1616832000,54978,55146.24,54694.75,54936.01,675.38
1616835600,54936.01,55036.44,54807.85,55032.42,489.89
1616839200,55032.42,55124.82,54698.59,54708.15,629.19
1616842800,54708.15,54822,54350.96,54452.52,1154.83
1616846400,54452.52,54576.51,53991,54292.31,1074.12
1616850000,54292.31,54817.52,54090.47,54760.01,867.04
1616853600,54760.01,54772.31,54429.28,54661.05,841.61
1616857200,54661.05,55067.7,54554.01,54979.11,1136.38
1616860800,54979.11,56203.89,54972.49,56179.23,3041.73
1616864400,56179.23,56263.96,55864.3,56092.48,1664.59
1616868000,56092.48,56095.21,55596.34,55764.84,1103
1616871600,55764.84,55924.85,55665.36,55832.35,604.62
1616875200,55832.35,55937.27,55741.4,55900.64,691.93
1616878800,55900.64,56606.78,55748.68,56442.97,1524.45
1616882400,56442.97,56529.91,56077.38,56398.52,1188.74
1616886000,56398.52,56459.54,55790.75,55863.73,1199.69
1616889600,55863.73,56125.12,55611.2,56053.54,1371.08
1616893200,56053.54,56204.18,55840.54,56123.82,1108.48
1616896800,56123.82,56147.79,55797.22,55844.21,810.23
1616900400,55844.21,56169.38,55790.34,56091.02,725.75
1616904000,56091.02,56501.2,56090.22,56295.81,997.67
1616907600,56295.81,56412.31,56127,56285.03,593.94
1616911200,56285.03,56326.79,55865.01,55948.35,563.93
1616914800,55948.35,56279.47,55904.97,56219.97,483.66
1616918400,56219.97,56318.48,56008.58,56316.71,418.98
1616922000,56316.71,56561.55,56058.81,56123.35,1048.28
1616925600,56123.35,56185.23,55740.26,56107.33,738.46
1616929200,56107.33,56109.45,55802.12,55808.66,498.88
1616932800,55808.66,56007.2,55298.76,55527.11,1403.41
1616936400,55527.11,55888.36,55465.63,55783.57,738.06
1616940000,55783.57,55840.25,55527.64,55813.5,716.29
1616943600,55813.5,56378.83,55681.95,56363.69,1215.19
1616947200,56363.69,56489.56,56055.03,56286.04,1060.76
1616950800,56286.04,56308.28,55843.01,55983.03,804.15
1616954400,55983.03,56002.14,55183.32,55216.63,1777.55
1616958000,55216.63,55406.47,54717.97,55217.02,2687.32
1616961600,55217.02,55217.18,54803.57,54842.63,1497.43
1616965200,54842.63,55314.7,54825.81,55141.09,825.17
1616968800,55141.09,55635.1,55011.17,55609.9,1118.44
1616972400,55609.9,55865.58,55518.85,55781.01,942.65
1616976000,55781.01,55895,55294.66,55381.95,1045.99
1616979600,55381.95,55472.16,54977.66,55208.56,2046.76
1616983200,55208.56,55481.29,55140.63,55351.86,891.05
1616986800,55351.86,55523.22,55273.12,55359.48,656.93
1616990400,55359.48,55492.72,55110.74,55318.22,1027.6
1616994000,55318.22,55401.35,54910.57,55029.33,1215.36
1616997600,55029.33,55475.97,55019.65,55385.95,1190
1617001200,55385.95,56159.3,55369.22,55924.43,2378.63
1617004800,55924.43,57215.82,55924.43,57110.13,3877.48
1617008400,57110.13,58213.53,57021.59,57943.65,6089.01
1617012000,57943.65,58311.97,57804.72,58029.6,3429.99
1617015600,58029.6,58124.22,57630.51,57876.22,3058.68
1617019200,57876.22,58413.9,57811.24,58042.05,2874.5
1617022800,58042.05,58206.56,57823.2,57966.56,2277.88
1617026400,57966.56,58222.28,57857.36,58159.14,2384.85
1617030000,58159.14,58208.82,57318.09,57729.37,3122.06
1617033600,57729.37,57843.37,57223.28,57610.48,2761.24
1617037200,57610.48,58285.97,57580.86,57900.81,2515.43
1617040800,57900.81,57996.04,57564.64,57796.37,1855.43
1617044400,57796.37,57848.81,57423.67,57672.02,1335.72
1617048000,57672.02,57719.6,57104.79,57255.39,1830.53
1617051600,57255.39,57620.08,57204.41,57555.58,1147.65
1617055200,57555.58,57897.75,57490.21,57748.26,1233.21
1617058800,57748.26,57766.43,57318.71,57626.1,1301.95
1617062400,57626.1,57747.43,57413.08,57526.14,1102.12
1617066000,57526.14,57585.21,57234.66,57381.85,1770.98
1617069600,57381.85,57388.78,57158.96,57292.95,1339.73
1617073200,57292.95,57332.44,57086.37,57148.41,1560.53
1617076800,57148.41,57791.1,57055.21,57571.51,1102.13
1617080400,57571.51,57672.27,57380.59,57659.39,615.38
1617084000,57659.39,58242.98,57519.18,58062.27,2019.75
1617087600,58062.27,58269.38,57958.99,58129.99,946.59
1617091200,58129.99,58192.29,57767.74,57961.57,1082.53
1617094800,57961.57,58898.57,57876.54,58857.8,3118.59
1617098400,58857.8,59320.53,58646.5,58882.48,3808.77
1617102000,58882.48,59298.85,58866.13,59288.64,2173.74
1617105600,59288.64,59402.27,59092.88,59185.05,1813.25
1617109200,59185.05,59303.77,58865.41,58929.06,1766.56
1617112800,58929.06,59025.18,58672.46,58901.12,1539.3
1617116400,58901.12,58964.66,58498.39,58530.47,1886.39
1617120000,58530.47,58841.61,58491.14,58716.77,1097.84
1617123600,58716.77,58889.95,58692.13,58735.74,686.13
1617127200,58735.74,59118.89,58727.73,58880.2,1535.6
1617130800,58880.2,59086.12,58736.49,59086.12,1012.14
1617134400,59086.12,59092.78,58419.76,58671.42,951.75
1617138000,58671.42,58850.71,58585.54,58758.2,458.99
1617141600,58758.2,58934.2,58647.74,58702.2,953.34
1617145200,58702.2,58785.16,58571.84,58781.54,973.32
1617148800,58781.54,59066.82,58708.56,59065.04,1125.26
1617152400,59065.04,59080.09,58879.89,58944.69,989.17
1617156000,58944.69,58948.34,58696.48,58698.9,1014.4
1617159600,58698.9,58725.98,58431.79,58627.64,1384.15
1617163200,58627.64,58792.55,58515.67,58754.17,748.26
1617166800,58754.17,58754.23,58573.06,58725.73,772.61
1617170400,58725.73,59818.5,58681.53,59730.28,2777.44
1617174000,59730.28,59812.86,57617.93,58162.43,4140.75
1617177600,58162.43,58261.76,56918.81,58021.49,5202.74
1617181200,58021.49,58264.57,57723.78,57980.35,1486.16
1617184800,57980.35,58080.48,57311.77,57745.22,1731.01
1617188400,57745.22,58142.94,57672.73,58021.26,1042.34
1617192000,58021.26,58316.79,57699.48,58162.74,1788.53
1617195600,58162.74,58800.92,58066.12,58572.41,1840.68
1617199200,58572.41,58778.06,58398.63,58611.14,1373.8
1617202800,58611.14,59456.28,58610.04,59299.14,3967.27
1617206400,59299.14,59640.09,58803.15,59006.03,2451.67
1617210000,59006.03,59275.27,58934.55,59258.53,1753.14
1617213600,59258.53,59594.2,59161.13,59310.83,2139.28
1617217200,59310.83,59563.43,58512.78,58528.17,3300.69
1617220800,58528.17,59098.37,58389.65,58954.21,2323.26
1617224400,58954.21,59293.41,58756.71,58950.56,1142.11
1617228000,58950.56,59000.78,58624.1,58648.55,1008.66
1617231600,58648.55,58905.47,58566.63,58793.8,991.1
1617235200,58793.8,59235.79,58761.8,59228.52,1246.21
1617238800,59228.52,59317.96,58957.68,59208.35,785.43
1617242400,59208.35,59297.49,59055.43,59103.73,515.84
1617246000,59103.73,59169.4,58961.84,59122.35,500.25
1617249600,59122.35,59243.06,58661.5,58901.06,1402.13
1617253200,58901.06,58988.08,58722.71,58797.24,470.77
1617256800,58797.24,59027.55,58703.13,58745.51,433.05
1617260400,58745.51,58947.4,58547.04,58849.37,1323.23
1617264000,58849.37,59469.45,58580.54,58866.1,1844.08
1617267600,58866.1,59246,58727.15,58843.38,896.93
1617271200,58843.38,58960.71,58507.33,58614.32,1114.07
1617274800,58614.32,58683.11,58155.52,58582.8,1805.23
1617278400,58582.8,58744.63,58421.29,58741.56,984.11
1617282000,58741.56,59106.94,58733.83,58934.52,1400.17
1617285600,58934.52,59075.42,58800.8,59013.22,1345.32
1617289200,59013.22,59269.67,58960.7,58989.81,1678.96
1617292800,58989.81,59138.47,58643.43,58769.22,1822.93
1617296400,58769.22,58813.98,58325.63,58495.77,1614.16
1617300000,58495.77,58788.84,57949.11,58692.53,2580.82
1617303600,58692.53,58934.65,58579.92,58910.06,1533.96
1617307200,58910.06,58991.03,58724.14,58857.02,945.82
1617310800,58857.02,58905.94,58564.23,58756.24,589.48
1617314400,58756.24,58998.92,58643.39,58988.07,645.98
1617318000,58988.07,59030.7,58720.23,58730.82,548.72
1617321600,58730.82,58872.32,58458.46,58636.54,1114.44
1617325200,58636.54,59004.64,58634.86,58861.36,689.28
1617328800,58861.36,60061.51,58861.36,59634.54,6173.6
1617332400,59634.54,59974.59,59573.12,59817.85,1756.83
1617336000,59817.85,59950.37,59427.91,59565.07,1536.48
1617339600,59565.07,59664.78,59369.66,59530.48,803.01
1617343200,59530.48,59633.82,59330.27,59535.98,638.21
1617346800,59535.98,59700.88,59470.57,59474.88,1205.99
1617350400,59474.88,59622.77,59423.71,59485.76,804.47
1617354000,59485.76,59682.69,59246.23,59632.56,1177.38
1617357600,59632.56,59670.43,59474.34,59636.61,734.54
1617361200,59636.61,59679.87,59447.32,59558.8,912.74
1617364800,59558.8,59610.85,59264.74,59507.52,801.02
1617368400,59507.52,59508.51,59010.21,59195.73,1541.65
1617372000,59189.09,59453.4,57487.81,59327.22,78220.99
1617375600,59354.8,59614.41,59354.77,59485.91,1146.72
1617379200,59485.91,59587.58,59171.91,59236.49,731.07
1617382800,59236.49,59256.95,59097.57,59200.14,835.69
1617386400,59200.14,59285.7,59024.62,59105.53,909.54
1617390000,59105.53,59105.53,58564.71,58860.3,1656.42
1617393600,58860.3,58953.07,58590.68,58672.64,961.12
1617397200,58672.64,58876.37,58460.09,58767.47,917.8
1617400800,58767.47,58929.02,58671.75,58846.42,648.95
1617404400,58846.42,59191.26,58775.26,58987.8,717.58
1617408000,58987.8,59452.84,58965.28,59421.81,1130.04
1617411600,59421.81,59421.81,59038.79,59257.46,583.39
1617415200,59257.46,59387.44,59137.87,59387.43,770.68
1617418800,59387.43,59407.08,59170.46,59226.88,385.16
1617422400,59226.88,59425.42,59202.6,59406.26,368.52
1617426000,59406.26,59521.16,59335.25,59438.7,476
1617429600,59438.7,59502.95,59206.27,59408.42,487.38
1617433200,59408.42,59428.06,59288.36,59299.6,321.19
1617436800,59299.6,59770.87,58750.46,59056.29,2100.73
1617440400,59056.29,59405.71,58816.23,59401.29,997.16
1617444000,59401.29,59697.79,59339.69,59339.69,1039.93
1617447600,59339.69,59436.65,59200.58,59272.72,385.07
1617451200,59272.72,59378.44,59156.86,59258.58,387.16
1617454800,59258.58,59454.86,59166.36,59412.16,382.09
1617458400,59412.16,59436.15,59134.48,59136.92,477.74
1617462000,59136.92,59220.25,58807.05,58817.27,842.46
1617465600,58817.27,59140.76,58633.91,58782.43,1392.47
1617469200,58782.43,58787.83,58234.81,58259.66,1788.6
1617472800,58259.66,58489.2,57830.02,58472.43,2189.17
1617476400,58472.43,58735.67,58181.65,58585.69,1031.16
1617480000,58585.69,58586.24,57862.6,58042.67,1191.6
1617483600,58042.67,58252.06,57536.32,57653.81,1569.74
1617487200,57653.81,57753.51,57140.81,57580.22,2320.18
1617490800,57580.22,57783.3,56958.04,57074.97,2487.29
1617494400,57074.97,57226.36,56584.49,56800.47,2891.24
1617498000,56800.47,57138.97,56493.38,56975.26,2217.68
1617501600,56975.26,57437.66,56972.09,57393.9,948.67
1617505200,57393.9,57573.19,57239.02,57540.88,669.93
1617508800,57540.88,57658.27,57415.85,57570.41,780.38
1617512400,57570.41,57648.15,57337.86,57497.05,440.03
1617516000,57497.05,57562.89,57187.05,57439.22,586.54
1617519600,57439.22,57626,57287.93,57626,594.23
1617523200,57626,57695.58,57453.3,57464.6,539.22
1617526800,57464.6,57695.37,57461.41,57684.4,432.32
1617530400,57684.4,57745.69,57539.11,57714.52,642.59
1617534000,57714.52,57749.38,57184.78,57267.45,596.01
1617537600,57267.45,57949.83,57048.16,57778.49,1039.75
1617541200,57778.49,58194.07,57778.49,58174.33,912.48
1617544800,58174.33,58323.62,58061.79,58144.21,785.72
1617548400,58144.21,58493.73,57862.77,57946.5,1333.48
1617552000,57946.5,58083.4,57716.68,58046.86,634.91
1617555600,58046.86,58271.72,58044.77,58175.2,392.95
1617559200,58175.2,58255.41,58005.14,58117.53,388.27
1617562800,58117.53,58182.09,57773.71,57964.62,615.8
1617566400,57964.62,58063.57,57851.49,58048.71,381.55
1617570000,58048.71,58189.84,57993.86,58125.98,405.06
1617573600,58125.98,58196.1,57915.92,58145.49,378.14
1617577200,58145.49,58310.79,58122.78,58219.43,396.03
1617580800,58219.43,58404.14,57920.75,57923.94,792.46
1617584400,57923.94,57926.37,57680.51,57786.07,726.19
1617588000,57786.07,57793.61,57476.59,57623.79,778.33
1617591600,57623.79,57725.81,57365.3,57489.33,671.23
1617595200,57489.33,57614.68,57311.14,57312.13,592.38
1617598800,57312.13,57379.05,56904.97,56949.5,1123.38
1617602400,56949.5,57295.93,56846.38,57171.12,948.87
1617606000,57171.12,57358.09,57006.75,57282.45,512.89
1617609600,57282.45,57350.23,56833.44,57141.96,805.98
1617613200,57141.96,57521.1,57000.51,57521.08,849.08
1617616800,57521.08,57708.89,57342.16,57668.18,467.34
1617620400,57668.18,57739.53,57572.07,57739.53,609.82
1617624000,57739.53,58120.24,57739.53,57985.52,859.58
1617627600,57985.52,58142.6,57802.98,58142.56,821.17
1617631200,58142.56,59141.45,58140.93,59141.45,3057.65
1617634800,59141.45,59235.68,58886.26,59021.69,1819.48
1617638400,59021.69,59225.35,58873.24,58974.04,1784.08
1617642000,58974.04,59051.7,58600.63,58948.02,1916.64
1617645600,58948.02,59017.36,58750.44,58883.62,898.88
1617649200,58883.62,59081.14,58806.31,59016.84,987.49
1617652800,59016.84,59090.15,58783.03,58790.44,1102.87
1617656400,58790.44,58890.73,58518.16,58680.73,905.61
1617660000,58680.73,58952.76,58680.73,58885.12,731.24
1617663600,58885.12,59119.92,58560.29,59119.56,933.61
1617667200,59119.56,59448.57,59061.5,59339.11,1898.16
1617670800,59339.11,59464.31,58646.97,58810.78,1798.84
1617674400,58810.78,58850.02,58660.64,58766.58,529.3
1617678000,58766.58,58928.26,58611.45,58631.51,549.39
1617681600,58631.51,58869.21,58616.14,58779.22,387.28
1617685200,58779.22,58997.1,58763.2,58851.66,431.64
1617688800,58851.66,58947.17,58632.38,58841.2,449.19
1617692400,58841.2,58896.03,58340.99,58549.84,933.1
1617696000,58549.84,58910.08,58264.86,58481.55,2112.57
1617699600,58481.55,58726.44,58412.11,58673.45,590.02
1617703200,58673.45,58736.43,58381.13,58383.92,787.31
1617706800,58383.92,58554.53,58354.4,58533.99,783.13
1617710400,58533.99,58978.01,58451.01,58462.44,1457.08
1617714000,58462.44,58641.08,58346.83,58415.12,1209.68
1617717600,58415.12,58415.12,57369.44,57925.3,4298.52
1617721200,57925.3,58035.48,57631.53,57844.52,1347.33
1617724800,57844.52,58182.78,57763.38,58080.39,1117.55
1617728400,58080.39,58252.38,58000.15,58244.75,708.33
1617732000,58244.75,58250.01,58025.47,58243.44,848.1
1617735600,58243.44,58260.25,58028.23,58242.24,875.41
1617739200,58242.24,58308.49,58187.47,58243.82,814.46
1617742800,58243.82,58244.64,57649.38,57884.28,1154.73
1617746400,57884.28,58047.54,57677.86,57907.1,707.25
1617750000,57907.1,58168.96,57867.48,58010.35,515.77
1617753600,58010.35,58202.22,57513.5,57660.2,1165.7
1617757200,57660.2,57675.36,57230.49,57507.12,2080.14
