regime,vrp,instrument,premium_$/side/day,concurrent_pairs,L1_hedge_equity,L2_tail_buffer,L3_loss_buffer,total_capital_$,expected_weekly_aggregate_PnL,p05_weekly_aggregate_PnL,weeks_to_burn_30k_at_E[PnL]
elev,0.0,perp_delta_only,400,50,0,184426,629366,1057931,-629366,-667893,0
elev,0.0,perp_delta_only,400,100,0,260818,1258733,1975417,-1258733,-1313217,0
elev,0.0,perp_delta_only,400,250,0,412390,3146833,4626991,-3146833,-3232981,0
elev,0.0,perp_delta_only,400,500,0,583208,6293666,8939937,-6293666,-6415497,0
elev,0.0,perp_delta_only,400,1000,0,824781,12587333,17435749,-12587333,-12759628,0
elev,0.0,perp_delta_only,600,1,0,20715,9717,39562,-9717,-15222,3
elev,0.0,perp_delta_only,600,4,0,41431,38868,104389,-38868,-49879,0
elev,0.0,perp_delta_only,600,8,0,58593,77736,177227,-77736,-93309,0
elev,0.0,perp_delta_only,600,12,0,71761,116604,244875,-116604,-135677,0
elev,0.0,perp_delta_only,600,25,0,103579,242925,450455,-242925,-270454,0
elev,0.0,perp_delta_only,600,50,0,146482,485850,822032,-485850,-524782,0
elev,0.0,perp_delta_only,600,100,0,207158,971700,1532515,-971700,-1026759,0
elev,0.0,perp_delta_only,600,250,0,327545,2429250,3583834,-2429250,-2516306,0
elev,0.0,perp_delta_only,600,500,0,463219,4858500,6918235,-4858500,-4981615,0
elev,0.0,perp_delta_only,600,1000,0,655091,9717000,13483719,-9717000,-9891112,0
elev,0.0,perp_delta_only,800,1,0,18174,6960,32674,-6960,-12370,4
elev,0.0,perp_delta_only,800,4,0,36348,27840,83444,-27840,-38661,1
elev,0.0,perp_delta_only,800,8,0,51403,55680,139208,-55680,-70984,0
elev,0.0,perp_delta_only,800,12,0,62956,83520,190419,-83520,-102263,0
elev,0.0,perp_delta_only,800,25,0,90870,174000,344331,-174000,-201054,0
elev,0.0,perp_delta_only,800,50,0,128509,348000,619462,-348000,-386260,0
elev,0.0,perp_delta_only,800,100,0,181740,696000,1141062,-696000,-750108,0
elev,0.0,perp_delta_only,800,250,0,287356,1740000,2635563,-1740000,-1825552,0
elev,0.0,perp_delta_only,800,500,0,406382,3480000,5052297,-3480000,-3600989,0
elev,0.0,perp_delta_only,800,1000,0,574712,6960000,9795126,-6960000,-7131105,0
elev,0.0,perp_delta_only,1000,1,0,14220,4169,23906,-4169,-9696,7
elev,0.0,perp_delta_only,1000,4,0,28440,16678,58654,-16678,-27731,1
elev,0.0,perp_delta_only,1000,8,0,40220,33357,95651,-33357,-48988,0
elev,0.0,perp_delta_only,1000,12,0,49259,50036,129084,-50036,-69180,0
elev,0.0,perp_delta_only,1000,25,0,71100,104241,227944,-104241,-131873,0
elev,0.0,perp_delta_only,1000,50,0,100551,208483,401744,-208483,-247560,0
elev,0.0,perp_delta_only,1000,100,0,142200,416966,726917,-416966,-472230,0
elev,0.0,perp_delta_only,1000,250,0,224838,1042416,1647432,-1042416,-1129796,0
elev,0.0,perp_delta_only,1000,500,0,317970,2084833,3123644,-2084833,-2208407,0
elev,0.0,perp_delta_only,1000,1000,0,449677,4169666,6005147,-4169666,-4344427,0
elev,0.0,perp_delta_only,1500,1,0,4335,0,5635,2835,-2784,
elev,0.0,perp_delta_only,1500,4,0,8670,0,11271,11341,101,
elev,0.0,perp_delta_only,1500,8,0,12261,0,15940,22682,6786,
elev,0.0,perp_delta_only,1500,12,0,15017,0,19522,34024,14555,
elev,0.0,perp_delta_only,1500,25,0,21676,0,28178,70883,42782,
elev,0.0,perp_delta_only,1500,50,0,30654,0,39850,141766,102026,
elev,0.0,perp_delta_only,1500,100,0,43352,0,56357,283533,227332,
elev,0.0,perp_delta_only,1500,250,0,68545,0,89109,708833,619971,
elev,0.0,perp_delta_only,1500,500,0,96938,0,126019,1417666,1291997,
elev,0.0,perp_delta_only,1500,1000,0,137091,0,178218,2835333,2657609,
stress,0.0,straddle_30d,250,1,9826,44538,24974,103140,-24974,-31623,1
stress,0.0,straddle_30d,250,4,39305,89076,99896,296762,-99896,-113195,0
stress,0.0,straddle_30d,250,8,78610,125973,199793,525690,-199793,-218600,0
stress,0.0,straddle_30d,250,12,117915,154285,299690,743458,-299690,-322723,0
stress,0.0,straddle_30d,250,25,245658,222691,624354,1420515,-624354,-657600,0
stress,0.0,straddle_30d,250,50,491316,314933,1248709,2671446,-1248709,-1295726,0
stress,0.0,straddle_30d,250,100,982632,445382,2497419,5103065,-2497419,-2563911,0
stress,0.0,straddle_30d,250,250,2456580,704212,6243548,12225644,-6243548,-6348681,0
stress,0.0,straddle_30d,250,500,4913161,995906,12487097,23915015,-12487097,-12635776,0
stress,0.0,straddle_30d,250,1000,9826323,1408424,24974194,47071625,-24974194,-25184459,0
stress,0.0,straddle_30d,400,1,9777,41453,22641,96034,-22641,-29234,1
stress,0.0,straddle_30d,400,4,39110,82907,90566,276359,-90566,-103751,0
stress,0.0,straddle_30d,400,8,78221,117248,181132,489583,-181132,-199778,0
stress,0.0,straddle_30d,400,12,117331,143599,271698,692419,-271698,-294535,0
stress,0.0,straddle_30d,400,25,244440,207268,566039,1323073,-566039,-599001,0
stress,0.0,straddle_30d,400,50,488881,293121,1132078,2488307,-1132078,-1178694,0
stress,0.0,straddle_30d,400,100,977763,414536,2264157,4753396,-2264157,-2330082,0
stress,0.0,straddle_30d,400,250,2444409,655440,5660394,11388317,-5660394,-5764630,0
stress,0.0,straddle_30d,400,500,4888819,926932,11320788,22277503,-11320788,-11468200,0
stress,0.0,straddle_30d,400,1000,9777639,1310880,22641576,43849126,-22641576,-22850048,0
stress,0.0,straddle_30d,600,1,9785,38005,19990,88116,-19990,-26653,1
stress,0.0,straddle_30d,600,4,39140,76011,79963,253650,-79963,-93289,0
stress,0.0,straddle_30d,600,8,78280,107496,159927,449416,-159927,-178772,0
stress,0.0,straddle_30d,600,12,117421,131655,239891,635658,-239891,-262971,0
stress,0.0,straddle_30d,600,25,244627,190028,499773,1214758,-499773,-533087,0
stress,0.0,straddle_30d,600,50,489255,268741,999547,2284806,-999547,-1046660,0
stress,0.0,straddle_30d,600,100,978511,380057,1999094,4364961,-1999094,-2065722,0
stress,0.0,straddle_30d,600,250,2446277,600923,4997735,10458417,-4997735,-5103083,0
stress,0.0,straddle_30d,600,500,4892555,849834,9995470,20459218,-9995470,-10144455,0
stress,0.0,straddle_30d,600,1000,9785110,1201846,19990941,40271268,-19990941,-20201638,0
stress,0.0,straddle_30d,800,1,9811,33627,17142,78756,-17142,-23675,1
stress,0.0,straddle_30d,800,4,39245,67254,68571,227592,-68571,-81636,0
stress,0.0,straddle_30d,800,8,78490,95112,137142,403969,-137142,-155620,0
stress,0.0,straddle_30d,800,12,117735,116488,205713,571920,-205713,-228344,0
stress,0.0,straddle_30d,800,25,245283,168137,428570,1094587,-428570,-461234,0
stress,0.0,straddle_30d,800,50,490566,237781,857141,2061135,-857141,-903335,0
stress,0.0,straddle_30d,800,100,981132,336274,1714282,3941195,-1714282,-1779610,0
stress,0.0,straddle_30d,800,250,2452830,531696,4285705,9451302,-4285705,-4388998,0
stress,0.0,straddle_30d,800,500,4905661,751931,8571411,18497706,-8571411,-8717489,0
stress,0.0,straddle_30d,800,1000,9811322,1063392,17142823,36422799,-17142823,-17349408,0
stress,0.0,straddle_30d,1000,1,9792,29451,14413,69754,-14413,-20947,2
stress,0.0,straddle_30d,1000,4,39169,58903,57653,202444,-57653,-70722,0
stress,0.0,straddle_30d,1000,8,78339,83301,115306,360032,-115306,-133788,0
stress,0.0,straddle_30d,1000,12,117509,102023,172960,510240,-172960,-195596,0
stress,0.0,straddle_30d,1000,25,244810,147257,360334,978123,-360334,-393005,0
stress,0.0,straddle_30d,1000,50,489621,208254,720668,1844107,-720668,-766873,0
stress,0.0,straddle_30d,1000,100,979243,294515,1441336,3529624,-1441336,-1506679,0
stress,0.0,straddle_30d,1000,250,2448109,465670,3603341,8472257,-3603341,-3706658,0
stress,0.0,straddle_30d,1000,500,4896218,658557,7206682,16589896,-7206682,-7352795,0
stress,0.0,straddle_30d,1000,1000,9792436,931341,14413365,32678286,-14413365,-14619999,0
stress,0.0,straddle_30d,1500,1,9809,20078,7364,48428,-7364,-14037,4
stress,0.0,straddle_30d,1500,4,39239,40156,29456,141508,-29456,-42804,1
stress,0.0,straddle_30d,1500,8,78478,56790,58913,252437,-58913,-77789,0
stress,0.0,straddle_30d,1500,12,117718,69553,88369,358334,-88369,-111488,0
stress,0.0,straddle_30d,1500,25,245246,100392,184103,688665,-184103,-217472,0
stress,0.0,straddle_30d,1500,50,490493,141976,368207,1300880,-368207,-415397,0
stress,0.0,straddle_30d,1500,100,980986,200784,736414,2493642,-736414,-803152,0
stress,0.0,straddle_30d,1500,250,2452466,317468,1841036,5994263,-1841036,-1946557,0
stress,0.0,straddle_30d,1500,500,4904933,448968,3682072,11746767,-3682072,-3831302,0
stress,0.0,straddle_30d,1500,1000,9809867,634937,7364145,23151635,-7364145,-7575188,0
stress,0.0,strangle_7d,250,1,3505,43165,23743,91539,-23743,-30392,1
stress,0.0,strangle_7d,250,4,14022,86330,94975,253927,-94975,-108272,0
stress,0.0,strangle_7d,250,8,28045,122089,189951,442111,-189951,-208755,0
stress,0.0,strangle_7d,250,12,42068,149528,284926,619480,-284926,-307957,0
stress,0.0,strangle_7d,250,25,87641,215825,593597,1166184,-593597,-626839,0
stress,0.0,strangle_7d,250,50,175283,305223,1187195,2168012,-1187195,-1234206,0
stress,0.0,strangle_7d,250,100,350567,431650,2374390,4103590,-2374390,-2440874,0
stress,0.0,strangle_7d,250,250,876418,682499,5935975,9743361,-5935975,-6041095,0
stress,0.0,strangle_7d,250,500,1752836,965200,11871950,18966984,-11871950,-12020613,0
stress,0.0,strangle_7d,250,1000,3505673,1364999,23743901,37198947,-23743901,-23954141,0
stress,0.0,strangle_7d,400,1,3505,39754,21564,84271,-21564,-28125,1
stress,0.0,strangle_7d,400,4,14022,79508,86259,233727,-86259,-99381,0
stress,0.0,strangle_7d,400,8,28045,112441,172519,406907,-172519,-191076,0
stress,0.0,strangle_7d,400,12,42068,137711,258778,570126,-258778,-281506,0
stress,0.0,strangle_7d,400,25,87641,198770,539122,1073194,-539122,-571926,0
stress,0.0,strangle_7d,400,50,175283,281103,1078244,1995020,-1078244,-1124637,0
stress,0.0,strangle_7d,400,100,350567,397540,2156488,3775975,-2156488,-2222098,0
stress,0.0,strangle_7d,400,250,876418,628566,5391222,8965069,-5391222,-5494959,0
stress,0.0,strangle_7d,400,500,1752836,888926,10782444,17451470,-10782444,-10929150,0
stress,0.0,strangle_7d,400,1000,3505673,1257132,21564889,34226004,-21564889,-21772363,0
stress,0.0,strangle_7d,600,1,3505,35889,18836,75701,-18836,-25466,1
stress,0.0,strangle_7d,600,4,14022,71779,75344,209491,-75344,-88604,0
stress,0.0,strangle_7d,600,8,28045,101511,150689,364321,-150689,-169442,0
stress,0.0,strangle_7d,600,12,42068,124326,226034,510157,-226034,-249001,0
stress,0.0,strangle_7d,600,25,87641,179449,470906,959396,-470906,-504056,0
stress,0.0,strangle_7d,600,50,175283,253779,941812,1782138,-941812,-988693,0
stress,0.0,strangle_7d,600,100,350567,358898,1883624,3371017,-1883624,-1949924,0
stress,0.0,strangle_7d,600,250,876418,567469,4709060,7998832,-4709060,-4813889,0
stress,0.0,strangle_7d,600,500,1752836,802522,9418120,15565523,-9418120,-9566371,0
stress,0.0,strangle_7d,600,1000,3505673,1134938,18836240,30519908,-18836240,-19045900,0
stress,0.0,strangle_7d,800,1,3505,31767,16096,66781,-16096,-22595,1
stress,0.0,strangle_7d,800,4,14022,63535,64387,184528,-64387,-77384,0
stress,0.0,strangle_7d,800,8,28045,89852,128774,320673,-128774,-147154,0
stress,0.0,strangle_7d,800,12,42068,110046,193161,448858,-193161,-215672,0
stress,0.0,strangle_7d,800,25,87641,158837,402420,843569,-402420,-434912,0
stress,0.0,strangle_7d,800,50,175283,224630,804840,1566181,-804840,-850791,0
stress,0.0,strangle_7d,800,100,350567,317675,1609680,2961301,-1609680,-1674665,0
stress,0.0,strangle_7d,800,250,876418,502289,4024201,7023782,-4024201,-4126951,0
stress,0.0,strangle_7d,800,500,1752836,710344,8048403,13665060,-8048403,-8193713,0
stress,0.0,strangle_7d,800,1000,3505673,1004579,16096806,26789178,-16096806,-16302305,0
stress,0.0,strangle_7d,1000,1,3505,27844,13256,57989,-13256,-19837,2
stress,0.0,strangle_7d,1000,4,14022,55688,53027,159560,-53027,-66188,0
stress,0.0,strangle_7d,1000,8,28045,78755,106055,276713,-106055,-124666,0
stress,0.0,strangle_7d,1000,12,42068,96455,159082,386888,-159082,-181877,0
stress,0.0,strangle_7d,1000,25,87641,139222,331422,725771,-331422,-364323,0
stress,0.0,strangle_7d,1000,50,175283,196889,662844,1345522,-662844,-709373,0
stress,0.0,strangle_7d,1000,100,350567,278444,1325688,2541109,-1325688,-1391491,0
stress,0.0,strangle_7d,1000,250,876418,440258,3314220,6020167,-3314220,-3418264,0
stress,0.0,strangle_7d,1000,500,1752836,622620,6628441,11705067,-6628441,-6775581,0
stress,0.0,strangle_7d,1000,1000,3505673,880517,13256882,22935996,-13256882,-13464969,0
stress,0.0,strangle_7d,1500,1,3505,18015,6249,36102,-6249,-12788,4
stress,0.0,strangle_7d,1500,4,14022,36031,24999,97569,-24999,-38075,1
stress,0.0,strangle_7d,1500,8,28045,50956,49998,167700,-49998,-68491,0
stress,0.0,strangle_7d,1500,12,42068,62408,74997,233316,-74997,-97646,0
stress,0.0,strangle_7d,1500,25,87641,90078,156245,434155,-156245,-188936,0
stress,0.0,strangle_7d,1500,50,175283,127390,312490,799714,-312490,-358722,0
stress,0.0,strangle_7d,1500,100,350567,180157,624981,1502417,-624981,-690363,0
stress,0.0,strangle_7d,1500,250,876418,284853,1562453,3540842,-1562453,-1665831,0
stress,0.0,strangle_7d,1500,500,1752836,402843,3124906,6864763,-3124906,-3271105,0
stress,0.0,strangle_7d,1500,1000,3505673,569707,6249812,13422751,-6249812,-6456569,0
stress,0.0,daily_strangle,250,1,861,42528,23767,87304,-23767,-30042,1
stress,0.0,daily_strangle,250,4,3446,85056,95069,238644,-95069,-107619,0
stress,0.0,daily_strangle,250,8,6893,120288,190139,412517,-190139,-207887,0
stress,0.0,daily_strangle,250,12,10340,147322,285208,575733,-285208,-306946,0
stress,0.0,daily_strangle,250,25,21542,212641,594185,1076879,-594185,-625560,0
stress,0.0,daily_strangle,250,50,43084,300720,1188370,1991828,-1188370,-1232741,0
stress,0.0,daily_strangle,250,100,86169,425283,2376740,3754650,-2376740,-2439490,0
stress,0.0,daily_strangle,250,250,215423,672432,5941850,8878616,-5941850,-6041067,0
stress,0.0,daily_strangle,250,500,430846,950962,11883700,17245161,-11883700,-12024014,0
stress,0.0,daily_strangle,250,1000,861692,1344864,23767400,33766143,-23767400,-23965834,0
stress,0.0,daily_strangle,400,1,861,39159,21596,80102,-21596,-27656,1
stress,0.0,daily_strangle,400,4,3446,78318,86385,218595,-86385,-98505,0
stress,0.0,daily_strangle,400,8,6893,110759,172770,377550,-172770,-189911,0
stress,0.0,daily_strangle,400,12,10340,135651,259155,526691,-259155,-280149,0
stress,0.0,daily_strangle,400,25,21542,195796,539907,984420,-539907,-570209,0
stress,0.0,daily_strangle,400,50,43084,276897,1079814,1819736,-1079814,-1122667,0
stress,0.0,daily_strangle,400,100,86169,391592,2159629,3428609,-2159629,-2220232,0
stress,0.0,daily_strangle,400,250,215423,619162,5399074,8103758,-5399074,-5494896,0
stress,0.0,daily_strangle,400,500,430846,875628,10798149,15736010,-10798149,-10933662,0
stress,0.0,daily_strangle,400,1000,861692,1238325,21596299,30805210,-21596299,-21787942,0
stress,0.0,daily_strangle,600,1,861,35646,18886,72013,-18886,-25084,1
stress,0.0,daily_strangle,600,4,3446,71293,75546,195372,-75546,-87942,0
stress,0.0,daily_strangle,600,8,6893,100824,151092,336453,-151092,-168623,0
stress,0.0,daily_strangle,600,12,10340,123484,226639,468602,-226639,-248109,0
stress,0.0,daily_strangle,600,25,21542,178234,472164,873523,-472164,-503154,0
stress,0.0,daily_strangle,600,50,43084,252061,944329,1611317,-944329,-988155,0
stress,0.0,daily_strangle,600,100,86169,356468,1888658,3030685,-1888658,-1950638,0
stress,0.0,daily_strangle,600,250,215423,563626,4721647,7150905,-4721647,-4819645,0
stress,0.0,daily_strangle,600,500,430846,797087,9443294,13872597,-9443294,-9581885,0
stress,0.0,daily_strangle,600,1000,861692,1127252,18886589,27138193,-18886589,-19082585,0
stress,0.0,daily_strangle,800,1,861,31471,15987,62817,-15987,-22223,1
stress,0.0,daily_strangle,800,4,3446,62942,63951,169443,-63951,-76422,0
stress,0.0,daily_strangle,800,8,6893,89014,127903,290954,-127903,-145539,0
stress,0.0,daily_strangle,800,12,10340,109019,191855,404579,-191855,-213455,0
stress,0.0,daily_strangle,800,25,21542,157356,399699,752176,-399699,-430875,0
stress,0.0,daily_strangle,800,50,43084,222535,799398,1384523,-799398,-843488,0
stress,0.0,daily_strangle,800,100,86169,314712,1598796,2599581,-1598796,-1661150,0
stress,0.0,daily_strangle,800,250,215423,497603,3996991,6123023,-3996991,-4095581,0
stress,0.0,daily_strangle,800,500,430846,703717,7993983,11867111,-7993983,-8133410,0
stress,0.0,daily_strangle,800,1000,861692,995206,15987967,23198326,-15987967,-16185146,0
stress,0.0,daily_strangle,1000,1,861,27730,13243,54386,-13243,-19449,2
stress,0.0,daily_strangle,1000,4,3446,55460,52975,145447,-52975,-65386,0
stress,0.0,daily_strangle,1000,8,6893,78432,105951,248660,-105951,-123503,0
stress,0.0,daily_strangle,1000,12,10340,96059,158927,344925,-158927,-180423,0
stress,0.0,daily_strangle,1000,25,21542,138650,331098,638678,-331098,-362125,0
stress,0.0,daily_strangle,1000,50,43084,196081,662196,1171771,-662196,-706075,0
stress,0.0,daily_strangle,1000,100,86169,277301,1324392,2194221,-1324392,-1386447,0
stress,0.0,daily_strangle,1000,250,215423,438451,3310981,5154312,-3310981,-3409098,0
stress,0.0,daily_strangle,1000,500,430846,620064,6621962,9974735,-6621962,-6760720,0
stress,0.0,daily_strangle,1000,1000,861692,876903,13243925,19477277,-13243925,-13440158,0
stress,0.0,daily_strangle,1500,1,861,17428,6222,31867,-6222,-12354,4
stress,0.0,daily_strangle,1500,4,3446,34857,24890,82153,-24890,-37153,1
stress,0.0,daily_strangle,1500,8,6893,49295,49781,137761,-49781,-67123,0
stress,0.0,daily_strangle,1500,12,10340,60374,74671,189003,-74671,-95911,0
stress,0.0,daily_strangle,1500,25,21542,87143,155566,343527,-155566,-186223,0
stress,0.0,daily_strangle,1500,50,43084,123239,311132,620693,-311132,-354487,0
stress,0.0,daily_strangle,1500,100,86169,174287,622264,1147536,-622264,-683578,0
stress,0.0,daily_strangle,1500,250,215423,275572,1555660,2660652,-1555660,-1652606,0
stress,0.0,daily_strangle,1500,500,430846,389718,3111320,5111450,-3111320,-3248422,0
stress,0.0,daily_strangle,1500,1000,861692,551145,6222640,9926121,-6222640,-6416532,0
stress,0.0,perp_delta_only,250,1,0,43168,23779,87032,-23779,-30405,1
stress,0.0,perp_delta_only,250,4,0,86337,95117,235890,-95117,-108370,0
stress,0.0,perp_delta_only,250,8,0,122099,190234,406033,-190234,-208976,0
stress,0.0,perp_delta_only,250,12,0,149540,285352,565359,-285352,-308306,0
stress,0.0,perp_delta_only,250,25,0,215842,594483,1053423,-594483,-627615,0
stress,0.0,perp_delta_only,250,50,0,305247,1188966,1942478,-1188966,-1235822,0
stress,0.0,perp_delta_only,250,100,0,431685,2377933,3652504,-2377933,-2444196,0
stress,0.0,perp_delta_only,250,250,0,682554,5944833,8615604,-5944833,-6049605,0
stress,0.0,perp_delta_only,250,500,0,965278,11889666,16711428,-11889666,-12037836,0
stress,0.0,perp_delta_only,250,1000,0,1365109,23779333,32687775,-23779333,-23988876,0
stress,0.0,perp_delta_only,400,1,0,40203,21600,80344,-21600,-28030,1
stress,0.0,perp_delta_only,400,4,0,80406,86400,216848,-86400,-99260,0
stress,0.0,perp_delta_only,400,8,0,113711,172800,372464,-172800,-190986,0
stress,0.0,perp_delta_only,400,12,0,139267,259200,518007,-259200,-281474,0
stress,0.0,perp_delta_only,400,25,0,201015,540000,963320,-540000,-572150,0
stress,0.0,perp_delta_only,400,50,0,284278,1080000,1773562,-1080000,-1125467,0
stress,0.0,perp_delta_only,400,100,0,402030,2160000,3330640,-2160000,-2224300,0
stress,0.0,perp_delta_only,400,250,0,635666,5400000,7846366,-5400000,-5501668,0
stress,0.0,perp_delta_only,400,500,0,898968,10800000,15208658,-10800000,-10943780,0
stress,0.0,perp_delta_only,400,1000,0,1271333,21600000,29732733,-21600000,-21803336,0
stress,0.0,perp_delta_only,600,1,0,36249,18823,71594,-18823,-25487,1
stress,0.0,perp_delta_only,600,4,0,72498,75293,192129,-75293,-88621,0
stress,0.0,perp_delta_only,600,8,0,102528,150586,329049,-150586,-169435,0
stress,0.0,perp_delta_only,600,12,0,125570,225880,456885,-225880,-248964,0
stress,0.0,perp_delta_only,600,25,0,181245,470583,847377,-470583,-503903,0
stress,0.0,perp_delta_only,600,50,0,256320,941166,1556732,-941166,-988288,0
stress,0.0,perp_delta_only,600,100,0,362491,1882333,2918272,-1882333,-1948973,0
stress,0.0,perp_delta_only,600,250,0,573149,4705833,6862677,-4705833,-4811200,0
stress,0.0,perp_delta_only,600,500,0,810555,9411666,13288889,-9411666,-9560678,0
stress,0.0,perp_delta_only,600,1000,0,1146298,18823333,25960521,-18823333,-19034067,0
stress,0.0,perp_delta_only,800,1,0,32295,16110,62926,-16110,-22627,1
stress,0.0,perp_delta_only,800,4,0,64590,64440,167739,-64440,-77475,0
stress,0.0,perp_delta_only,800,8,0,91344,128880,286292,-128880,-147314,0
stress,0.0,perp_delta_only,800,12,0,111873,193320,396752,-193320,-215897,0
stress,0.0,perp_delta_only,800,25,0,161476,402750,733493,-402750,-435337,0
stress,0.0,perp_delta_only,800,50,0,228361,805500,1344020,-805500,-851586,0
stress,0.0,perp_delta_only,800,100,0,322952,1611000,2514137,-1611000,-1676175,0
stress,0.0,perp_delta_only,800,250,0,510632,4027500,5899571,-4027500,-4130551,0
stress,0.0,perp_delta_only,800,500,0,722142,8055000,11410285,-8055000,-8200736,0
stress,0.0,perp_delta_only,800,1000,0,1021264,16110000,22270643,-16110000,-16316103,0
stress,0.0,perp_delta_only,1000,1,0,28341,13208,54014,-13208,-19770,2
stress,0.0,perp_delta_only,1000,4,0,56682,52834,142372,-52834,-65957,0
stress,0.0,perp_delta_only,1000,8,0,80161,105669,241579,-105669,-124228,0
stress,0.0,perp_delta_only,1000,12,0,98177,158504,333685,-158504,-181234,0
stress,0.0,perp_delta_only,1000,25,0,141706,330216,613499,-330216,-363024,0
stress,0.0,perp_delta_only,1000,50,0,200403,660433,1119087,-660433,-706831,0
stress,0.0,perp_delta_only,1000,100,0,283412,1320866,2085563,-1320866,-1386482,0
stress,0.0,perp_delta_only,1000,250,0,448114,3302166,4875365,-3302166,-3405915,0
stress,0.0,perp_delta_only,1000,500,0,633730,6604333,9409482,-6604333,-6751055,0
stress,0.0,perp_delta_only,1000,1000,0,896229,13208666,18336365,-13208666,-13416163,0
stress,0.0,perp_delta_only,1500,1,0,18456,6211,32067,-6211,-12867,4
stress,0.0,perp_delta_only,1500,4,0,36912,24844,80283,-24844,-38156,1
stress,0.0,perp_delta_only,1500,8,0,52202,49688,132457,-49688,-68515,0
stress,0.0,perp_delta_only,1500,12,0,63934,74532,180007,-74532,-97590,0
stress,0.0,perp_delta_only,1500,25,0,92282,155275,321824,-155275,-188557,0
stress,0.0,perp_delta_only,1500,50,0,130506,310550,573373,-310550,-357617,0
stress,0.0,perp_delta_only,1500,100,0,184564,621100,1047363,-621100,-687664,0
stress,0.0,perp_delta_only,1500,250,0,291821,1552750,2397943,-1552750,-1657997,0
stress,0.0,perp_delta_only,1500,500,0,412698,3105500,4573657,-3105500,-3254341,0
stress,0.0,perp_delta_only,1500,1000,0,583643,6211000,8833036,-6211000,-6421494,0
calm,0.2,straddle_30d,250,1,4541,7149,1885,17648,-1885,-4892,15
calm,0.2,straddle_30d,250,4,18166,14298,7541,52007,-7541,-13556,3
calm,0.2,straddle_30d,250,8,36332,20220,15082,93126,-15082,-23589,1
calm,0.2,straddle_30d,250,12,54498,24765,22624,132454,-22624,-33042,1
calm,0.2,straddle_30d,250,25,113538,35745,47134,255343,-47134,-62171,0
calm,0.2,straddle_30d,250,50,227077,50551,94268,483467,-94268,-115533,0
calm,0.2,straddle_30d,250,100,454155,71490,188537,928437,-188537,-218610,0
calm,0.2,straddle_30d,250,250,1135388,113036,471343,2235698,-471343,-518893,0
calm,0.2,straddle_30d,250,500,2270776,159857,942686,4385316,-942686,-1009933,0
calm,0.2,straddle_30d,250,1000,4541552,226073,1885372,8648896,-1885372,-1980473,0
calm,0.2,straddle_30d,400,1,4557,4110,0,11268,293,-2623,
calm,0.2,straddle_30d,400,4,18230,8220,0,34386,1173,-4661,
calm,0.2,straddle_30d,400,8,36461,11625,0,62513,2346,-5904,
calm,0.2,straddle_30d,400,12,54692,14238,0,89610,3519,-6585,
calm,0.2,straddle_30d,400,25,113941,20551,0,174842,7331,-7253,
calm,0.2,straddle_30d,400,50,227883,29064,0,334033,14663,-5963,
calm,0.2,straddle_30d,400,100,455767,41103,0,645933,29327,156,
calm,0.2,straddle_30d,400,250,1139419,64990,0,1565733,73318,27195,
calm,0.2,straddle_30d,400,500,2278839,91910,0,3081975,146637,81409,
calm,0.2,straddle_30d,400,1000,4557679,129981,0,6093959,293274,201028,
calm,0.2,straddle_30d,600,1,4534,24,0,5926,3079,113,
calm,0.2,straddle_30d,600,4,18138,48,0,23642,12319,6385,
calm,0.2,straddle_30d,600,8,36277,67,0,47249,24638,16247,
calm,0.2,straddle_30d,600,12,54416,83,0,70849,36957,26680,
calm,0.2,straddle_30d,600,25,113367,120,0,147533,76994,62160,
calm,0.2,straddle_30d,600,50,226734,169,0,294975,153988,133010,
calm,0.2,straddle_30d,600,100,453468,240,0,589821,307977,278310,
calm,0.2,straddle_30d,600,250,1133672,379,0,1474267,769943,723035,
calm,0.2,straddle_30d,600,500,2267344,537,0,2948246,1539886,1473548,
calm,0.2,straddle_30d,600,1000,4534688,759,0,5896083,3079772,2985956,
calm,0.2,straddle_30d,800,1,4536,0,0,5897,5867,2855,
calm,0.2,straddle_30d,800,4,18144,0,0,23588,23469,17446,
calm,0.2,straddle_30d,800,8,36289,0,0,47176,46938,38420,
calm,0.2,straddle_30d,800,12,54434,0,0,70765,70407,59975,
calm,0.2,straddle_30d,800,25,113405,0,0,147427,146683,131624,
calm,0.2,straddle_30d,800,50,226811,0,0,294854,293366,272070,
calm,0.2,straddle_30d,800,100,453622,0,0,589709,586732,556615,
calm,0.2,straddle_30d,800,250,1134056,0,0,1474273,1466830,1419212,
calm,0.2,straddle_30d,800,500,2268113,0,0,2948547,2933660,2866318,
calm,0.2,straddle_30d,800,1000,4536226,0,0,5897094,5867321,5772085,
calm,0.2,straddle_30d,1000,1,4551,0,0,5917,8694,5742,
calm,0.2,straddle_30d,1000,4,18206,0,0,23668,34779,28874,
calm,0.2,straddle_30d,1000,8,36413,0,0,47337,69559,61208,
calm,0.2,straddle_30d,1000,12,54620,0,0,71006,104338,94111,
calm,0.2,straddle_30d,1000,25,113792,0,0,147930,217372,202610,
calm,0.2,straddle_30d,1000,50,227585,0,0,295861,434745,413868,
calm,0.2,straddle_30d,1000,100,455171,0,0,591723,869491,839966,
calm,0.2,straddle_30d,1000,250,1137929,0,0,1479308,2173729,2127045,
calm,0.2,straddle_30d,1000,500,2275859,0,0,2958617,4347458,4281438,
