regime,vrp,instrument,premium_$/side/day,concurrent_pairs,L1_hedge_equity,L2_tail_buffer,L3_loss_buffer,total_capital_$,expected_weekly_aggregate_PnL,p05_weekly_aggregate_PnL,weeks_to_burn_30k_at_E[PnL]
mod,0.0,strangle_7d,800,12,25828,31774,19935,100799,-19935,-36217,1
mod,0.0,strangle_7d,800,25,53809,45862,41531,183563,-41531,-65032,0
mod,0.0,strangle_7d,800,50,107618,64859,83062,332202,-83062,-116298,0
mod,0.0,strangle_7d,800,100,215236,91724,166125,615012,-166125,-213128,0
mod,0.0,strangle_7d,800,250,538090,145029,415313,1427964,-415313,-489631,0
mod,0.0,strangle_7d,800,500,1076181,205103,830627,2745486,-830627,-935729,0
mod,0.0,strangle_7d,800,1000,2152363,290059,1661254,5334781,-1661254,-1809891,0
mod,0.0,strangle_7d,1000,1,2152,5113,0,9445,1163,-3553,
mod,0.0,strangle_7d,1000,4,8609,10227,0,24488,4654,-4779,
mod,0.0,strangle_7d,1000,8,17218,14463,0,41187,9309,-4032,
mod,0.0,strangle_7d,1000,12,25828,17714,0,56605,13964,-2375,
mod,0.0,strangle_7d,1000,25,53809,25568,0,103191,29092,5507,
mod,0.0,strangle_7d,1000,50,107618,36159,0,186911,58185,24830,
mod,0.0,strangle_7d,1000,100,215236,51137,0,346286,116371,69200,
mod,0.0,strangle_7d,1000,250,538090,80855,0,804630,290927,216344,
mod,0.0,strangle_7d,1000,500,1076181,114347,0,1547688,581855,476378,
mod,0.0,strangle_7d,1000,1000,2152363,161711,0,3008298,1163711,1014543,
mod,0.0,strangle_7d,1500,1,2152,0,0,2798,8206,3429,
mod,0.0,strangle_7d,1500,4,8609,0,0,11192,32826,23273,
mod,0.0,strangle_7d,1500,8,17218,0,0,22384,65653,52143,
mod,0.0,strangle_7d,1500,12,25828,0,0,33576,98480,81933,
mod,0.0,strangle_7d,1500,25,53809,0,0,69951,205168,181284,
mod,0.0,strangle_7d,1500,50,107618,0,0,139903,410337,376559,
mod,0.0,strangle_7d,1500,100,215236,0,0,279807,820674,772905,
mod,0.0,strangle_7d,1500,250,538090,0,0,699518,2051685,1976157,
mod,0.0,strangle_7d,1500,500,1076181,0,0,1399036,4103370,3996557,
mod,0.0,strangle_7d,1500,1000,2152363,0,0,2798072,8206741,8055684,
mod,0.0,daily_strangle,250,1,417,19351,9414,37938,-9414,-13597,3
mod,0.0,daily_strangle,250,4,1668,38703,37658,101438,-37658,-46024,0
mod,0.0,daily_strangle,250,8,3336,54734,75316,173403,-75316,-87147,0
mod,0.0,daily_strangle,250,12,5005,67035,112974,240519,-112974,-127465,0
mod,0.0,daily_strangle,250,25,10427,96757,235362,445312,-235362,-256278,0
mod,0.0,daily_strangle,250,50,20854,136835,470725,816941,-470725,-500304,0
mod,0.0,daily_strangle,250,100,41709,193515,941451,1529678,-941451,-983282,0
mod,0.0,daily_strangle,250,250,104273,305974,2353628,3593038,-2353628,-2419769,0
mod,0.0,daily_strangle,250,500,208546,432713,4707256,6953070,-4707256,-4800794,0
mod,0.0,daily_strangle,250,1000,417092,611948,9414512,13576619,-9414512,-9546795,0
mod,0.0,daily_strangle,400,1,417,16815,7290,31880,-7290,-11571,4
mod,0.0,daily_strangle,400,4,1668,33631,29160,83799,-29160,-37722,1
mod,0.0,daily_strangle,400,8,3336,47562,58321,141986,-58321,-70429,0
mod,0.0,daily_strangle,400,12,5005,58252,87481,195960,-87481,-102311,0
mod,0.0,daily_strangle,400,25,10427,84079,182253,359789,-182253,-203658,0
mod,0.0,daily_strangle,400,50,20854,118906,364507,655549,-364507,-394778,0
mod,0.0,daily_strangle,400,100,41709,168159,729015,1220549,-729015,-771824,0
mod,0.0,daily_strangle,400,250,104273,265883,1822539,2850504,-1822539,-1890225,0
mod,0.0,daily_strangle,400,500,208546,376016,3645078,5498533,-3645078,-3740801,0
mod,0.0,daily_strangle,400,1000,417092,531767,7290157,10710721,-7290157,-7425530,0
mod,0.0,daily_strangle,600,1,417,12528,4474,22646,-4474,-8726,6
mod,0.0,daily_strangle,600,4,1668,25057,17898,58012,-17898,-26401,1
mod,0.0,daily_strangle,600,8,3336,35437,35797,96943,-35797,-47822,0
mod,0.0,daily_strangle,600,12,5005,43401,53696,132733,-53696,-68424,0
mod,0.0,daily_strangle,600,25,10427,62644,111867,240421,-111867,-133125,0
mod,0.0,daily_strangle,600,50,20854,88593,223734,433137,-223734,-253797,0
mod,0.0,daily_strangle,600,100,41709,125289,447468,798808,-447468,-489984,0
mod,0.0,daily_strangle,600,250,104273,198100,1118672,1847359,-1118672,-1185895,0
mod,0.0,daily_strangle,600,500,208546,280156,2237344,3543861,-2237344,-2332412,0
mod,0.0,daily_strangle,600,1000,417092,396201,4474689,6874377,-4474689,-4609136,0
mod,0.0,daily_strangle,800,1,417,8471,1663,13718,-1663,-5836,18
mod,0.0,daily_strangle,800,4,1668,16943,6654,32845,-6654,-15000,4
mod,0.0,daily_strangle,800,8,3336,23961,13308,52789,-13308,-25112,2
mod,0.0,daily_strangle,800,12,5005,29346,19963,70609,-19963,-34419,1
mod,0.0,daily_strangle,800,25,10427,42358,41590,122688,-41590,-62456,0
mod,0.0,daily_strangle,800,50,20854,59903,83180,213120,-83180,-112689,0
mod,0.0,daily_strangle,800,100,41709,84716,166360,380622,-166360,-208093,0
mod,0.0,daily_strangle,800,250,104273,133948,415900,850359,-415900,-481886,0
mod,0.0,daily_strangle,800,500,208546,189432,831801,1598713,-831801,-925119,0
mod,0.0,daily_strangle,800,1000,417092,267897,1663603,3053170,-1663603,-1795574,0
mod,0.0,daily_strangle,1000,1,417,4605,0,6530,1162,-3055,
mod,0.0,daily_strangle,1000,4,1668,9211,0,14144,4649,-3786,
mod,0.0,daily_strangle,1000,8,3336,13027,0,21273,9298,-2632,
mod,0.0,daily_strangle,1000,12,5005,15955,0,27248,13947,-664,
mod,0.0,daily_strangle,1000,25,10427,23029,0,43494,29057,7967,
mod,0.0,daily_strangle,1000,50,20854,32569,0,69451,58115,28288,
mod,0.0,daily_strangle,1000,100,41709,46059,0,114099,116230,74049,
mod,0.0,daily_strangle,1000,250,104273,72827,0,230230,290575,223881,
mod,0.0,daily_strangle,1000,500,208546,102993,0,405001,581150,486831,
mod,0.0,daily_strangle,1000,1000,417092,145654,0,731570,1162301,1028914,
mod,0.0,daily_strangle,1500,1,417,0,0,542,8139,3832,
mod,0.0,daily_strangle,1500,4,1668,0,0,2168,32558,23943,
mod,0.0,daily_strangle,1500,8,3336,0,0,4337,65116,52934,
mod,0.0,daily_strangle,1500,12,5005,0,0,6506,97674,82754,
mod,0.0,daily_strangle,1500,25,10427,0,0,13555,203489,181953,
mod,0.0,daily_strangle,1500,50,20854,0,0,27111,406978,376522,
mod,0.0,daily_strangle,1500,100,41709,0,0,54222,813956,770885,
mod,0.0,daily_strangle,1500,250,104273,0,0,135555,2034891,1966789,
mod,0.0,daily_strangle,1500,500,208546,0,0,271110,4069782,3973471,
mod,0.0,daily_strangle,1500,1000,417092,0,0,542220,8139564,8003360,
mod,0.0,perp_delta_only,250,1,0,20574,9462,39047,-9462,-14169,3
mod,0.0,perp_delta_only,250,4,0,41149,37848,102696,-37848,-47262,0
mod,0.0,perp_delta_only,250,8,0,58193,75696,174056,-75696,-89010,0
mod,0.0,perp_delta_only,250,12,0,71272,113544,240261,-113544,-129850,0
mod,0.0,perp_delta_only,250,25,0,102873,236550,441249,-236550,-260086,0
mod,0.0,perp_delta_only,250,50,0,145484,473100,804159,-473100,-506385,0
mod,0.0,perp_delta_only,250,100,0,205746,946200,1497529,-946200,-993272,0
mod,0.0,perp_delta_only,250,250,0,325313,2365500,3498057,-2365500,-2439927,0
mod,0.0,perp_delta_only,250,500,0,460062,4731000,6748380,-4731000,-4836256,0
mod,0.0,perp_delta_only,250,1000,0,650626,9462000,13146414,-9462000,-9610855,0
mod,0.0,perp_delta_only,400,1,0,17609,7283,32360,-7283,-11996,4
mod,0.0,perp_delta_only,400,4,0,35218,29134,83658,-29134,-38560,1
mod,0.0,perp_delta_only,400,8,0,49806,58269,140498,-58269,-71599,0
mod,0.0,perp_delta_only,400,12,0,60999,87404,192925,-87404,-103729,0
mod,0.0,perp_delta_only,400,25,0,88045,182091,351178,-182091,-205655,0
mod,0.0,perp_delta_only,400,50,0,124515,364183,635308,-364183,-397507,0
mod,0.0,perp_delta_only,400,100,0,176091,728366,1175795,-728366,-775494,0
mod,0.0,perp_delta_only,400,250,0,278425,1820916,2729144,-1820916,-1895431,0
mod,0.0,perp_delta_only,400,500,0,393752,3641833,5246261,-3641833,-3747213,0
mod,0.0,perp_delta_only,400,1000,0,556850,7283666,10192672,-7283666,-7432696,0
mod,0.0,perp_delta_only,600,1,0,13655,4503,23606,-4503,-9299,6
mod,0.0,perp_delta_only,600,4,0,27310,18013,58920,-18013,-27605,1
mod,0.0,perp_delta_only,600,8,0,38622,36026,97044,-36026,-49591,0
mod,0.0,perp_delta_only,600,12,0,47303,54040,131745,-54040,-70653,0
mod,0.0,perp_delta_only,600,25,0,68276,112583,235117,-112583,-136563,0
mod,0.0,perp_delta_only,600,50,0,96556,225166,418240,-225166,-259079,0
mod,0.0,perp_delta_only,600,100,0,136552,450333,762951,-450333,-498293,0
mod,0.0,perp_delta_only,600,250,0,215907,1125833,1744263,-1125833,-1201665,0
mod,0.0,perp_delta_only,600,500,0,305339,2251666,3324108,-2251666,-2358908,0
mod,0.0,perp_delta_only,600,1000,0,431815,4503333,6415693,-4503333,-4654996,0
mod,0.0,perp_delta_only,800,1,0,8359,1708,13088,-1708,-6401,17
mod,0.0,perp_delta_only,800,4,0,16719,6833,30618,-6833,-16219,4
mod,0.0,perp_delta_only,800,8,0,23644,13666,48505,-13666,-26940,2
mod,0.0,perp_delta_only,800,12,0,28959,20500,64296,-20500,-36756,1
mod,0.0,perp_delta_only,800,25,0,41798,42708,109859,-42708,-66173,0
mod,0.0,perp_delta_only,800,50,0,59112,85416,187887,-85416,-118600,0
mod,0.0,perp_delta_only,800,100,0,83597,170833,330760,-170833,-217763,0
mod,0.0,perp_delta_only,800,250,0,132179,427083,727041,-427083,-501285,0
mod,0.0,perp_delta_only,800,500,0,186929,854166,1353425,-854166,-959104,0
mod,0.0,perp_delta_only,800,1000,0,264358,1708333,2564499,-1708333,-1856738,0
mod,0.0,perp_delta_only,1000,1,0,5747,0,7471,1100,-3637,
mod,0.0,perp_delta_only,1000,4,0,11494,0,14943,4402,-5074,
mod,0.0,perp_delta_only,1000,8,0,16255,0,21132,8805,-4597,
mod,0.0,perp_delta_only,1000,12,0,19909,0,25882,13208,-3206,
mod,0.0,perp_delta_only,1000,25,0,28736,0,37357,27516,3824,
mod,0.0,perp_delta_only,1000,50,0,40639,0,52831,55033,21527,
mod,0.0,perp_delta_only,1000,100,0,57473,0,74715,110066,62681,
mod,0.0,perp_delta_only,1000,250,0,90873,0,118135,275166,200244,
mod,0.0,perp_delta_only,1000,500,0,128514,0,167068,550333,444377,
mod,0.0,perp_delta_only,1000,1000,0,181746,0,236270,1100666,950822,
mod,0.0,perp_delta_only,1500,1,0,0,0,0,8079,3178,
mod,0.0,perp_delta_only,1500,4,0,0,0,0,32317,22515,
mod,0.0,perp_delta_only,1500,8,0,0,0,0,64634,50772,
mod,0.0,perp_delta_only,1500,12,0,0,0,0,96952,79974,
mod,0.0,perp_delta_only,1500,25,0,0,0,0,201983,177478,
mod,0.0,perp_delta_only,1500,50,0,0,0,0,403966,369311,
mod,0.0,perp_delta_only,1500,100,0,0,0,0,807933,758923,
mod,0.0,perp_delta_only,1500,250,0,0,0,0,2019833,1942341,
mod,0.0,perp_delta_only,1500,500,0,0,0,0,4039666,3930077,
mod,0.0,perp_delta_only,1500,1000,0,0,0,0,8079333,7924350,
elev,0.0,straddle_30d,250,1,7369,29246,15260,67439,-15260,-20722,1
elev,0.0,straddle_30d,250,4,29476,58493,61043,193717,-61043,-71966,0
elev,0.0,straddle_30d,250,8,58952,82722,122087,342891,-122087,-137534,0
elev,0.0,straddle_30d,250,12,88428,101314,183131,484736,-183131,-202050,0
elev,0.0,straddle_30d,250,25,184225,146234,381524,925579,-381524,-408830,0
elev,0.0,straddle_30d,250,50,368451,206806,763048,1739799,-763048,-801665,0
elev,0.0,straddle_30d,250,100,736903,292468,1526096,3322110,-1526096,-1580709,0
elev,0.0,straddle_30d,250,250,1842259,462434,3815241,7955915,-3815241,-3901592,0
elev,0.0,straddle_30d,250,500,3684518,653980,7630482,15559676,-7630482,-7752601,0
elev,0.0,straddle_30d,250,1000,7369037,924868,15260965,30621332,-15260965,-15433667,0
elev,0.0,straddle_30d,400,1,7372,26445,13084,60973,-13084,-18622,2
elev,0.0,straddle_30d,400,4,29491,52891,52337,175137,-52337,-63414,0
elev,0.0,straddle_30d,400,8,58983,74799,104675,309996,-104675,-120339,0
elev,0.0,straddle_30d,400,12,88475,91610,157013,438228,-157013,-176198,0
elev,0.0,straddle_30d,400,25,184323,132227,327111,836762,-327111,-354802,0
elev,0.0,straddle_30d,400,50,368647,186998,654222,1572829,-654222,-693383,0
elev,0.0,straddle_30d,400,100,737295,264455,1308445,3003255,-1308445,-1363827,0
elev,0.0,straddle_30d,400,250,1843237,418141,3271114,7192242,-3271114,-3358680,0
elev,0.0,straddle_30d,400,500,3686475,591341,6542229,14066060,-6542229,-6666066,0
elev,0.0,straddle_30d,400,1000,7372951,836282,13084458,27681800,-13084458,-13259590,0
elev,0.0,straddle_30d,600,1,7378,22493,10356,52296,-10356,-15852,2
elev,0.0,straddle_30d,600,4,29513,44987,41425,150703,-41425,-52417,0
elev,0.0,straddle_30d,600,8,59026,63621,82851,267148,-82851,-98395,0
elev,0.0,straddle_30d,600,12,88539,77920,124276,377957,-124276,-143315,0
elev,0.0,straddle_30d,600,25,184456,112468,258910,722585,-258910,-286389,0
elev,0.0,straddle_30d,600,50,368913,159053,517820,1359523,-517820,-556681,0
elev,0.0,straddle_30d,600,100,737826,224936,1035640,2597924,-1035640,-1090599,0
elev,0.0,straddle_30d,600,250,1844566,355655,2589101,6226120,-2589101,-2675998,0
elev,0.0,straddle_30d,600,500,3689133,502972,5178203,12181401,-5178203,-5301094,0
elev,0.0,straddle_30d,600,1000,7378267,711310,10356406,23979778,-10356406,-10530200,0
elev,0.0,straddle_30d,800,1,7370,18751,7636,43886,-7636,-13064,3
elev,0.0,straddle_30d,800,4,29483,37502,30546,126792,-30546,-41402,0
elev,0.0,straddle_30d,800,8,58967,53036,61093,225026,-61093,-76445,0
elev,0.0,straddle_30d,800,12,88451,64956,91640,318561,-91640,-110442,0
elev,0.0,straddle_30d,800,25,184273,93756,190916,609630,-190916,-218055,0
elev,0.0,straddle_30d,800,50,368547,132591,381833,1147863,-381833,-420213,0
elev,0.0,straddle_30d,800,100,737094,187512,763667,2194756,-763667,-817943,0
elev,0.0,straddle_30d,800,250,1842735,296483,1909168,5262902,-1909168,-1994987,0
elev,0.0,straddle_30d,800,500,3685470,419291,3818336,10300027,-3818336,-3939702,0
elev,0.0,straddle_30d,800,1000,7370941,592967,7636672,20280754,-7636672,-7808310,0
elev,0.0,straddle_30d,1000,1,7362,14587,4682,34621,-4682,-10200,6
elev,0.0,straddle_30d,1000,4,29448,29174,18730,100559,-18730,-29766,1
elev,0.0,straddle_30d,1000,8,58897,41259,37460,178901,-37460,-53068,0
elev,0.0,straddle_30d,1000,12,88345,50532,56190,253588,-56190,-75306,0
elev,0.0,straddle_30d,1000,25,184053,72936,117063,486269,-117063,-144655,0
elev,0.0,straddle_30d,1000,50,368106,103148,234126,916995,-234126,-273147,0
elev,0.0,straddle_30d,1000,100,736212,145873,468253,1755441,-468253,-523437,0
elev,0.0,straddle_30d,1000,250,1840532,230646,1170632,4214355,-1170632,-1257886,0
elev,0.0,straddle_30d,1000,500,3681064,326183,2341265,8253068,-2341265,-2464661,0
elev,0.0,straddle_30d,1000,1000,7362129,461293,4682531,16257740,-4682531,-4857039,0
elev,0.0,straddle_30d,1500,1,7355,4485,0,15392,2279,-3115,
elev,0.0,straddle_30d,1500,4,29421,8970,0,49909,9118,-1672,
elev,0.0,straddle_30d,1500,8,58842,12685,0,92987,18237,2976,
elev,0.0,straddle_30d,1500,12,88264,15537,0,134941,27356,8665,
elev,0.0,straddle_30d,1500,25,183884,22425,0,268202,56992,30014,
elev,0.0,straddle_30d,1500,50,367768,31714,0,519327,113985,75832,
elev,0.0,straddle_30d,1500,100,735536,44851,0,1014504,227971,174014,
elev,0.0,straddle_30d,1500,250,1838840,70916,0,2482683,569928,484615,
elev,0.0,straddle_30d,1500,500,3677680,100291,0,4911363,1139856,1019205,
elev,0.0,straddle_30d,1500,1000,7355360,141833,0,9746352,2279713,2109087,
elev,0.0,strangle_7d,250,1,2690,28428,14657,59510,-14657,-20064,2
elev,0.0,strangle_7d,250,4,10763,56857,58630,164127,-58630,-69445,0
elev,0.0,strangle_7d,250,8,21526,80408,117261,284956,-117261,-132555,0
elev,0.0,strangle_7d,250,12,32290,98479,175892,398661,-175892,-194623,0
elev,0.0,strangle_7d,250,25,67271,142143,366443,748615,-366443,-393478,0
elev,0.0,strangle_7d,250,50,134542,201021,732886,1388985,-732886,-771120,0
elev,0.0,strangle_7d,250,100,269085,284287,1465773,2624889,-1465773,-1519844,0
elev,0.0,strangle_7d,250,250,672713,449497,3664433,6222637,-3664433,-3749926,0
elev,0.0,strangle_7d,250,500,1345426,635685,7328866,12102972,-7328866,-7449772,0
elev,0.0,strangle_7d,250,1000,2690853,898994,14657733,23721856,-14657733,-14828720,0
elev,0.0,strangle_7d,400,1,2690,25468,12510,52870,-12510,-17970,2
elev,0.0,strangle_7d,400,4,10763,50936,50042,145265,-50042,-60962,0
elev,0.0,strangle_7d,400,8,21526,72035,100085,251742,-100085,-115528,0
elev,0.0,strangle_7d,400,12,32290,88224,150128,351836,-150128,-169041,0
elev,0.0,strangle_7d,400,25,67271,127341,312767,659595,-312767,-340066,0
elev,0.0,strangle_7d,400,50,134542,180088,625535,1222216,-625535,-664141,0
elev,0.0,strangle_7d,400,100,269085,254683,1251070,2307291,-1251070,-1305667,0
elev,0.0,strangle_7d,400,250,672713,402690,3127676,5464003,-3127676,-3214002,0
elev,0.0,strangle_7d,400,500,1345426,569489,6255352,10621350,-6255352,-6377435,0
elev,0.0,strangle_7d,400,1000,2690853,805380,12510705,20809021,-12510705,-12683356,0
elev,0.0,strangle_7d,600,1,2690,21373,9660,43841,-9660,-15144,3
elev,0.0,strangle_7d,600,4,10763,42746,38642,119797,-38642,-49610,0
elev,0.0,strangle_7d,600,8,21526,60452,77284,207042,-77284,-92795,0
elev,0.0,strangle_7d,600,12,32290,74038,115926,288932,-115926,-134923,0
elev,0.0,strangle_7d,600,25,67271,106865,241514,540346,-241514,-268933,0
elev,0.0,strangle_7d,600,50,134542,151130,483028,999311,-483028,-521805,0
elev,0.0,strangle_7d,600,100,269085,213731,966056,1883534,-966056,-1020895,0
elev,0.0,strangle_7d,600,250,672713,337938,2415140,4453530,-2415140,-2501849,0
elev,0.0,strangle_7d,600,500,1345426,477917,4830281,8649712,-4830281,-4952905,0
elev,0.0,strangle_7d,600,1000,2690853,675876,9660562,16935480,-9660562,-9833979,0
elev,0.0,strangle_7d,800,1,2690,17723,6996,35634,-6996,-12371,4
elev,0.0,strangle_7d,800,4,10763,35446,27987,96457,-27987,-38736,1
elev,0.0,strangle_7d,800,8,21526,50129,55975,165921,-55975,-71177,0
elev,0.0,strangle_7d,800,12,32290,61395,83963,230944,-83963,-102581,0
elev,0.0,strangle_7d,800,25,67271,88616,174924,430056,-174924,-201796,0
elev,0.0,strangle_7d,800,50,134542,125323,349848,792628,-349848,-387851,0
elev,0.0,strangle_7d,800,100,269085,177233,699697,1489821,-699697,-753442,0
elev,0.0,strangle_7d,800,250,672713,280231,1749243,3512844,-1749243,-1834221,0
elev,0.0,strangle_7d,800,500,1345426,396306,3498487,6812287,-3498487,-3618664,0
elev,0.0,strangle_7d,800,1000,2690853,560462,6996975,13322778,-6996975,-7166930,0
elev,0.0,strangle_7d,1000,1,2690,13855,4154,26910,-4154,-9732,7
elev,0.0,strangle_7d,1000,4,10763,27711,16616,71619,-16616,-27773,1
elev,0.0,strangle_7d,1000,8,21526,39189,33233,122135,-33233,-49011,0
elev,0.0,strangle_7d,1000,12,32290,47997,49850,169179,-49850,-69174,0
elev,0.0,strangle_7d,1000,25,67271,69278,103855,312526,-103855,-131746,0
elev,0.0,strangle_7d,1000,50,134542,97974,207711,572296,-207711,-247155,0
elev,0.0,strangle_7d,1000,100,269085,138556,415422,1069983,-415422,-471204,0
elev,0.0,strangle_7d,1000,250,672713,219077,1038555,2509449,-1038555,-1126755,0
elev,0.0,strangle_7d,1000,500,1345426,309821,2077110,4852066,-2077110,-2201843,0
elev,0.0,strangle_7d,1000,1000,2690853,438154,4154220,9468196,-4154220,-4330620,0
elev,0.0,strangle_7d,1500,1,2690,3783,0,8416,2845,-2562,
elev,0.0,strangle_7d,1500,4,10763,7566,0,23829,11383,567,
elev,0.0,strangle_7d,1500,8,21526,10700,0,41895,22767,7470,
elev,0.0,strangle_7d,1500,12,32290,13105,0,59014,34150,15416,
elev,0.0,strangle_7d,1500,25,67271,18916,0,112044,71147,44106,
elev,0.0,strangle_7d,1500,50,134542,26752,0,209683,142294,104053,
elev,0.0,strangle_7d,1500,100,269085,37833,0,398994,284588,230507,
elev,0.0,strangle_7d,1500,250,672713,59819,0,952292,711471,625962,
elev,0.0,strangle_7d,1500,500,1345426,84597,0,1859031,1422943,1302015,
elev,0.0,strangle_7d,1500,1000,2690853,119639,0,3653640,2845886,2674868,
elev,0.0,daily_strangle,250,1,588,27895,14610,56022,-14610,-19544,2
elev,0.0,daily_strangle,250,4,2352,55791,58441,151561,-58441,-68308,0
elev,0.0,daily_strangle,250,8,4705,78901,116882,260636,-116882,-130837,0
elev,0.0,daily_strangle,250,12,7058,96633,175324,362721,-175324,-192415,0
elev,0.0,daily_strangle,250,25,14704,139479,365258,675274,-365258,-389927,0
elev,0.0,daily_strangle,250,50,29409,197253,730517,1244333,-730517,-765403,0
elev,0.0,daily_strangle,250,100,58818,278958,1461034,2338453,-1461034,-1510371,0
elev,0.0,daily_strangle,250,250,147045,441071,3652585,5512913,-3652585,-3730594,0
elev,0.0,daily_strangle,250,500,294090,623769,7305171,10689940,-7305171,-7415493,0
elev,0.0,daily_strangle,250,1000,588180,882143,14610343,20904867,-14610343,-14766361,0
elev,0.0,daily_strangle,400,1,588,25303,12507,49918,-12507,-17572,2
elev,0.0,daily_strangle,400,4,2352,50606,50030,133887,-50030,-60160,0
elev,0.0,daily_strangle,400,8,4705,71568,100061,229236,-100061,-114387,0
elev,0.0,daily_strangle,400,12,7058,87653,150091,318244,-150091,-167637,0
elev,0.0,daily_strangle,400,25,14704,126516,312691,590086,-312691,-338017,0
elev,0.0,daily_strangle,400,50,29409,178921,625383,1083828,-625383,-661198,0
elev,0.0,daily_strangle,400,100,58818,253033,1250766,2031403,-1250766,-1301417,0
elev,0.0,daily_strangle,400,250,147045,400080,3126915,4776254,-3126915,-3207001,0
elev,0.0,daily_strangle,400,500,294090,565799,6253831,9247838,-6253831,-6367090,0
elev,0.0,daily_strangle,400,1000,588180,800161,12507663,18064807,-12507663,-12667835,0
elev,0.0,daily_strangle,600,1,588,20689,9672,40235,-9672,-14642,3
elev,0.0,daily_strangle,600,4,2352,41379,38690,107150,-38690,-48629,0
elev,0.0,daily_strangle,600,8,4705,58519,77381,182789,-77381,-91437,0
elev,0.0,daily_strangle,600,12,7058,71671,116072,253243,-116072,-133287,0
elev,0.0,daily_strangle,600,25,14704,103449,241818,467963,-241818,-266664,0
elev,0.0,daily_strangle,600,50,29409,146299,483636,857148,-483636,-518774,0
elev,0.0,daily_strangle,600,100,58818,206898,967272,1602885,-967272,-1016966,0
elev,0.0,daily_strangle,600,250,147045,327135,2418182,3760070,-2418182,-2496754,0
elev,0.0,daily_strangle,600,500,294090,462638,4836364,7271020,-4836364,-4947481,0
elev,0.0,daily_strangle,600,1000,588180,654270,9672728,14189732,-9672728,-9829872,0
elev,0.0,daily_strangle,800,1,588,17093,7044,32143,-7044,-11964,4
elev,0.0,daily_strangle,800,4,2352,34187,28176,84131,-28176,-38016,1
elev,0.0,daily_strangle,800,8,4705,48348,56353,142228,-56353,-70268,0
elev,0.0,daily_strangle,800,12,7058,59214,84529,196042,-84529,-101572,0
elev,0.0,daily_strangle,800,25,14704,85468,176103,359159,-176103,-200703,0
elev,0.0,daily_strangle,800,50,29409,120870,352207,653233,-352207,-386996,0
elev,0.0,daily_strangle,800,100,58818,170936,704415,1214421,-704415,-753614,0
elev,0.0,daily_strangle,800,250,147045,270274,1761039,2831865,-1761039,-1838829,0
elev,0.0,daily_strangle,800,500,294090,382225,3522078,5457911,-3522078,-3632090,0
elev,0.0,daily_strangle,800,1000,588180,540548,7044156,10624750,-7044156,-7199737,0
elev,0.0,daily_strangle,1000,1,588,13056,4116,23088,-4116,-9151,7
elev,0.0,daily_strangle,1000,4,2352,26112,16464,58409,-16464,-26536,1
elev,0.0,daily_strangle,1000,8,4705,36929,32929,96932,-32929,-47172,0
elev,0.0,daily_strangle,1000,12,7058,45228,49393,132184,-49393,-66838,0
elev,0.0,daily_strangle,1000,25,14704,65281,102903,237756,-102903,-128082,0
elev,0.0,daily_strangle,1000,50,29409,92322,205806,425799,-205806,-241414,0
elev,0.0,daily_strangle,1000,100,58818,130563,411612,781293,-411612,-461970,0
elev,0.0,daily_strangle,1000,250,147045,206439,1029032,1797272,-1029032,-1108655,0
elev,0.0,daily_strangle,1000,500,294090,291949,2058064,3437336,-2058064,-2170668,0
elev,0.0,daily_strangle,1000,1000,588180,412879,4116129,6652346,-4116129,-4275375,0
elev,0.0,daily_strangle,1500,1,588,3261,0,5004,2874,-2115,
elev,0.0,daily_strangle,1500,4,2352,6522,0,11537,11497,1518,
elev,0.0,daily_strangle,1500,8,4705,9223,0,18108,22995,8882,
elev,0.0,daily_strangle,1500,12,7058,11296,0,23861,34493,17208,
elev,0.0,daily_strangle,1500,25,14704,16305,0,40313,71861,46912,
elev,0.0,daily_strangle,1500,50,29409,23059,0,68209,143723,108440,
elev,0.0,daily_strangle,1500,100,58818,32611,0,118858,287446,237548,
elev,0.0,daily_strangle,1500,250,147045,51563,0,258190,718617,639721,
elev,0.0,daily_strangle,1500,500,294090,72921,0,477114,1437234,1325659,
elev,0.0,daily_strangle,1500,1000,588180,103126,0,898698,2874468,2716677,
elev,0.0,perp_delta_only,250,1,0,29047,14608,56752,-14608,-20070,2
elev,0.0,perp_delta_only,250,4,0,58094,58434,151488,-58434,-69358,0
elev,0.0,perp_delta_only,250,8,0,82158,116869,258735,-116869,-132317,0
elev,0.0,perp_delta_only,250,12,0,100622,175304,358704,-175304,-194224,0
elev,0.0,perp_delta_only,250,25,0,145236,365216,663589,-365216,-392525,0
elev,0.0,perp_delta_only,250,50,0,205395,730433,1216577,-730433,-769053,0
elev,0.0,perp_delta_only,250,100,0,290473,1460866,2276742,-1460866,-1515484,0
elev,0.0,perp_delta_only,250,250,0,459278,3652166,5344878,-3652166,-3738524,0
elev,0.0,perp_delta_only,250,500,0,649518,7304333,10340006,-7304333,-7426461,0
elev,0.0,perp_delta_only,250,1000,0,918557,14608666,20185391,-14608666,-14781382,0
elev,0.0,perp_delta_only,400,1,0,26081,12587,50269,-12587,-18035,2
elev,0.0,perp_delta_only,400,4,0,52163,50349,133267,-50349,-61246,0
elev,0.0,perp_delta_only,400,8,0,73770,100698,226810,-100698,-116109,0
elev,0.0,perp_delta_only,400,12,0,90350,151048,313817,-151048,-169922,0
elev,0.0,perp_delta_only,400,25,0,130409,314683,578620,-314683,-341925,0
