timestamp,spotDeribit,spotCoinbase,dvol,instrumentsScanned,tier2%_long_inBand1d,tier2%_long_fallback,tier2%_long_fallbackDays,tier2%_short_inBand1d,tier2%_short_fallback,tier2%_short_fallbackDays,tier3%_long_inBand1d,tier3%_long_fallback,tier3%_long_fallbackDays,tier3%_short_inBand1d,tier3%_short_fallback,tier3%_short_fallbackDays,tier5%_long_inBand1d,tier5%_long_fallback,tier5%_long_fallbackDays,tier5%_short_inBand1d,tier5%_short_fallback,tier5%_short_fallbackDays,tier10%_long_inBand1d,tier10%_long_fallback,tier10%_long_fallbackDays,tier10%_short_inBand1d,tier10%_short_fallback,tier10%_short_fallbackDays
2026-05-19T04:19:27.143Z,76743.78,76728.28,39.87,888,BTC-20MAY26-75000-P,BTC-20MAY26-75000-P,1.153,BTC-20MAY26-78500-C,BTC-20MAY26-78500-C,1.153,BTC-20MAY26-74500-P,BTC-20MAY26-74500-P,1.153,BTC-20MAY26-79000-C,BTC-20MAY26-79000-C,1.153,BTC-20MAY26-73000-P,BTC-20MAY26-73000-P,1.153,BTC-20MAY26-80500-C,BTC-20MAY26-80500-C,1.153,BTC-20MAY26-69000-P,BTC-20MAY26-69000-P,1.153,,BTC-20MAY26-85000-C,1.153
